#size(cm)    nu(1/s)      Qabs         Qsca         g(cos)
6.310000e-07 2.671946e+13 4.978000e-03 1.932000e-10 2.420000e-06
6.310000e-07 2.830902e+13 6.574000e-03 2.551000e-10 2.350000e-06
6.310000e-07 2.997924e+13 7.980000e-03 2.845000e-10 2.410000e-06
6.310000e-07 3.175431e+13 8.910000e-03 2.865000e-10 2.570000e-06
6.310000e-07 3.363541e+13 6.628000e-03 1.529000e-10 3.020000e-06
6.310000e-07 3.563018e+13 4.282000e-03 7.656000e-11 3.590000e-06
6.310000e-07 3.774297e+13 1.988000e-03 3.792000e-11 4.240000e-06
6.310000e-07 3.997765e+13 8.827000e-04 8.104000e-11 5.070000e-06
6.310000e-07 4.234956e+13 6.943000e-04 1.619000e-10 5.950000e-06
6.310000e-07 4.485897e+13 6.872000e-04 2.555000e-10 6.860000e-06
6.310000e-07 4.751068e+13 6.828000e-04 3.679000e-10 7.840000e-06
6.310000e-07 5.032607e+13 6.670000e-04 5.089000e-10 8.920000e-06
6.310000e-07 5.331538e+13 6.560000e-04 6.881000e-10 1.010000e-05
6.310000e-07 5.646873e+13 6.553000e-04 9.164000e-10 1.150000e-05
6.310000e-07 5.981493e+13 6.637000e-04 1.207000e-09 1.300000e-05
6.310000e-07 6.335426e+13 6.800000e-04 1.575000e-09 1.470000e-05
6.310000e-07 6.711269e+13 7.016000e-04 2.041000e-09 1.650000e-05
6.310000e-07 7.109139e+13 7.278000e-04 2.630000e-09 1.860000e-05
6.310000e-07 7.530580e+13 7.542000e-04 3.373000e-09 2.100000e-05
6.310000e-07 7.977446e+13 7.806000e-04 4.313000e-09 2.360000e-05
6.310000e-07 8.449617e+13 8.089000e-04 5.498000e-09 2.660000e-05
6.310000e-07 8.949028e+13 8.377000e-04 6.992000e-09 2.990000e-05
6.310000e-07 9.481102e+13 8.636000e-04 8.879000e-09 3.360000e-05
6.310000e-07 1.004330e+14 8.927000e-04 1.127000e-08 3.770000e-05
6.310000e-07 1.063848e+14 9.251000e-04 1.428000e-08 4.240000e-05
6.310000e-07 1.126616e+14 9.599000e-04 1.808000e-08 4.760000e-05
6.310000e-07 1.193441e+14 9.976000e-04 2.287000e-08 5.350000e-05
6.310000e-07 1.264413e+14 1.039000e-03 2.891000e-08 6.010000e-05
6.310000e-07 1.338957e+14 1.082000e-03 3.652000e-08 6.750000e-05
6.310000e-07 1.418800e+14 1.129000e-03 4.609000e-08 7.580000e-05
6.310000e-07 1.502719e+14 1.179000e-03 5.815000e-08 8.500000e-05
6.310000e-07 1.591255e+14 1.231000e-03 7.336000e-08 9.550000e-05
6.310000e-07 1.686122e+14 1.288000e-03 9.251000e-08 1.070000e-04
6.310000e-07 1.785542e+14 1.351000e-03 1.166000e-07 1.200000e-04
6.310000e-07 1.891435e+14 1.420000e-03 1.469000e-07 1.350000e-04
6.310000e-07 2.003960e+14 1.491000e-03 1.850000e-07 1.510000e-04
6.310000e-07 2.121673e+14 1.567000e-03 2.330000e-07 1.700000e-04
6.310000e-07 2.247319e+14 1.646000e-03 2.934000e-07 1.910000e-04
6.310000e-07 2.381195e+14 1.730000e-03 3.695000e-07 2.140000e-04
6.310000e-07 2.521382e+14 1.824000e-03 4.654000e-07 2.400000e-04
6.310000e-07 2.671946e+14 1.925000e-03 5.861000e-07 2.690000e-04
6.310000e-07 2.830902e+14 2.031000e-03 7.380000e-07 3.020000e-04
6.310000e-07 2.997924e+14 2.144000e-03 9.290000e-07 3.390000e-04
6.310000e-07 3.175431e+14 2.265000e-03 1.169000e-06 3.800000e-04
6.310000e-07 3.363541e+14 2.392000e-03 1.472000e-06 4.270000e-04
6.310000e-07 3.563018e+14 2.526000e-03 1.854000e-06 4.790000e-04
6.310000e-07 3.774297e+14 2.667000e-03 2.336000e-06 5.370000e-04
6.310000e-07 3.997765e+14 2.816000e-03 2.943000e-06 6.030000e-04
6.310000e-07 4.234956e+14 2.972000e-03 3.710000e-06 6.770000e-04
6.310000e-07 4.485897e+14 3.137000e-03 4.675000e-06 7.600000e-04
6.310000e-07 4.751068e+14 3.314000e-03 5.896000e-06 8.530000e-04
6.310000e-07 5.032607e+14 3.500000e-03 7.441000e-06 9.570000e-04
6.310000e-07 5.331538e+14 3.697000e-03 9.394000e-06 1.070000e-03
6.310000e-07 5.646873e+14 3.906000e-03 1.187000e-05 1.210000e-03
6.310000e-07 5.981493e+14 4.126000e-03 1.500000e-05 1.350000e-03
6.310000e-07 6.335426e+14 4.357000e-03 1.897000e-05 1.520000e-03
6.310000e-07 6.711269e+14 4.601000e-03 2.401000e-05 1.710000e-03
6.310000e-07 7.109139e+14 4.856000e-03 3.045000e-05 1.920000e-03
6.310000e-07 7.530580e+14 5.123000e-03 3.863000e-05 2.160000e-03
6.310000e-07 7.977446e+14 5.393000e-03 4.910000e-05 2.430000e-03
6.310000e-07 8.449617e+14 5.676000e-03 6.252000e-05 2.730000e-03
6.310000e-07 8.949028e+14 5.967000e-03 7.977000e-05 3.070000e-03
6.310000e-07 9.481102e+14 6.264000e-03 1.020000e-04 3.460000e-03
6.310000e-07 1.004330e+15 6.564000e-03 1.308000e-04 3.890000e-03
6.310000e-07 1.063848e+15 6.864000e-03 1.684000e-04 4.390000e-03
6.310000e-07 1.126616e+15 7.155000e-03 2.178000e-04 4.960000e-03
6.310000e-07 1.193441e+15 7.428000e-03 2.832000e-04 5.600000e-03
6.310000e-07 1.264413e+15 7.326000e-03 3.715000e-04 6.350000e-03
6.310000e-07 1.338957e+15 8.056000e-03 4.954000e-04 7.230000e-03
6.310000e-07 1.418800e+15 1.164000e-02 6.657000e-04 8.260000e-03
6.310000e-07 1.502719e+15 1.659000e-02 8.971000e-04 9.450000e-03
6.310000e-07 1.591255e+15 2.467000e-02 1.227000e-03 1.090000e-02
6.310000e-07 1.686122e+15 3.843000e-02 1.688000e-03 1.250000e-02
6.310000e-07 1.785542e+15 5.650000e-02 2.344000e-03 1.450000e-02
6.310000e-07 1.891435e+15 8.260000e-02 3.390000e-03 1.700000e-02
6.310000e-07 2.003960e+15 1.693000e-01 5.250000e-03 1.920000e-02
6.310000e-07 2.121673e+15 3.003000e-01 5.879000e-03 1.720000e-02
6.310000e-07 2.247319e+15 2.873000e-01 6.892000e-03 1.980000e-02
6.310000e-07 2.381195e+15 3.206000e-01 8.743000e-03 2.190000e-02
6.310000e-07 2.521382e+15 4.046000e-01 1.196000e-02 2.330000e-02
6.310000e-07 2.671946e+15 4.724000e-01 1.520000e-02 2.490000e-02
6.310000e-07 2.830902e+15 5.849000e-01 2.189000e-02 2.630000e-02
6.310000e-07 2.997924e+15 7.427000e-01 2.885000e-02 2.650000e-02
6.310000e-07 3.175431e+15 8.741000e-01 3.629000e-02 2.780000e-02
6.310000e-07 3.363541e+15 9.603000e-01 4.066000e-02 3.020000e-02
6.310000e-07 3.563018e+15 1.034000e+00 5.163000e-02 3.370000e-02
6.310000e-07 3.774297e+15 1.193000e+00 6.895000e-02 3.610000e-02
6.310000e-07 3.997765e+15 1.334000e+00 8.765000e-02 3.910000e-02
6.310000e-07 4.234956e+15 1.364000e+00 1.005000e-01 4.400000e-02
6.310000e-07 4.485897e+15 1.281000e+00 1.069000e-01 5.050000e-02
6.310000e-07 4.751068e+15 1.021000e+00 9.543000e-02 5.900000e-02
6.310000e-07 5.032607e+15 6.572000e-01 5.914000e-02 6.860000e-02
6.310000e-07 5.331538e+15 5.526000e-01 3.883000e-02 7.920000e-02
6.310000e-07 5.646873e+15 5.229000e-01 3.516000e-02 9.040000e-02
6.310000e-07 5.981493e+15 5.012000e-01 3.377000e-02 1.030000e-01
6.310000e-07 6.335426e+15 4.828000e-01 3.349000e-02 1.170000e-01
6.310000e-07 6.711269e+15 4.660000e-01 3.377000e-02 1.320000e-01
6.310000e-07 7.109139e+15 4.494000e-01 3.426000e-02 1.500000e-01
6.310000e-07 7.530580e+15 4.328000e-01 3.481000e-02 1.690000e-01
6.310000e-07 7.977446e+15 4.158000e-01 3.526000e-02 1.910000e-01
6.310000e-07 8.449617e+15 3.984000e-01 3.558000e-02 2.160000e-01
6.310000e-07 8.949028e+15 3.809000e-01 3.568000e-02 2.430000e-01
6.310000e-07 9.481102e+15 3.628000e-01 3.548000e-02 2.730000e-01
6.310000e-07 1.004330e+16 3.449000e-01 3.504000e-02 3.050000e-01
6.310000e-07 1.063848e+16 3.266000e-01 3.426000e-02 3.410000e-01
6.310000e-07 1.126616e+16 3.088000e-01 3.319000e-02 3.800000e-01
6.310000e-07 1.193441e+16 2.909000e-01 3.173000e-02 4.210000e-01
6.310000e-07 1.264413e+16 2.733000e-01 2.975000e-02 4.640000e-01
6.310000e-07 1.338957e+16 2.653000e-01 2.848000e-02 5.100000e-01
6.310000e-07 1.418800e+16 2.527000e-01 2.716000e-02 5.560000e-01
6.310000e-07 1.502719e+16 2.408000e-01 2.511000e-02 6.010000e-01
6.310000e-07 1.591255e+16 2.491000e-01 2.508000e-02 6.460000e-01
6.310000e-07 1.686122e+16 2.356000e-01 2.511000e-02 6.840000e-01
6.310000e-07 1.785542e+16 2.234000e-01 2.420000e-02 7.180000e-01
6.310000e-07 1.891435e+16 2.119000e-01 2.309000e-02 7.460000e-01
6.310000e-07 2.003960e+16 2.006000e-01 2.192000e-02 7.690000e-01
6.310000e-07 2.121673e+16 1.894000e-01 2.055000e-02 7.860000e-01
6.310000e-07 2.247319e+16 1.868000e-01 1.919000e-02 8.000000e-01
6.310000e-07 2.381195e+16 1.825000e-01 1.920000e-02 8.120000e-01
6.310000e-07 2.521382e+16 1.707000e-01 1.857000e-02 8.250000e-01
6.310000e-07 2.671946e+16 1.591000e-01 1.642000e-02 8.400000e-01
6.310000e-07 2.830902e+16 1.903000e-01 1.595000e-02 8.580000e-01
6.310000e-07 2.997924e+16 1.774000e-01 1.844000e-02 8.730000e-01
6.310000e-07 3.175431e+16 1.647000e-01 1.831000e-02 8.860000e-01
6.310000e-07 3.363541e+16 1.523000e-01 1.757000e-02 8.960000e-01
6.310000e-07 3.563018e+16 1.402000e-01 1.660000e-02 9.030000e-01
6.310000e-07 3.774297e+16 1.287000e-01 1.546000e-02 9.100000e-01
6.310000e-07 3.997765e+16 1.179000e-01 1.390000e-02 9.180000e-01
6.310000e-07 4.234956e+16 1.172000e-01 1.386000e-02 9.270000e-01
6.310000e-07 4.485897e+16 1.070000e-01 1.310000e-02 9.340000e-01
6.310000e-07 4.751068e+16 9.743000e-02 1.221000e-02 9.390000e-01
6.310000e-07 5.032607e+16 8.863000e-02 1.130000e-02 9.440000e-01
6.310000e-07 5.331538e+16 8.023000e-02 1.039000e-02 9.490000e-01
6.310000e-07 5.646873e+16 7.253000e-02 9.495000e-03 9.550000e-01
6.310000e-07 5.981493e+16 6.549000e-02 8.654000e-03 9.580000e-01
6.310000e-07 6.335426e+16 5.900000e-02 7.863000e-03 9.620000e-01
6.310000e-07 6.711269e+16 5.301000e-02 7.113000e-03 9.660000e-01
6.310000e-07 7.109139e+16 4.754000e-02 6.416000e-03 9.690000e-01
6.310000e-07 7.530580e+16 4.253000e-02 5.768000e-03 9.710000e-01
6.310000e-07 7.977446e+16 3.795000e-02 5.164000e-03 9.740000e-01
6.310000e-07 8.449617e+16 3.378000e-02 4.601000e-03 9.760000e-01
6.310000e-07 8.949028e+16 2.998000e-02 4.083000e-03 9.790000e-01
6.310000e-07 9.481102e+16 2.657000e-02 3.606000e-03 9.810000e-01
6.310000e-07 1.004330e+17 2.355000e-02 3.177000e-03 9.820000e-01
6.310000e-07 1.063848e+17 2.071000e-02 2.751000e-03 9.840000e-01
6.310000e-07 1.126616e+17 1.809000e-02 2.347000e-03 9.860000e-01
6.310000e-07 1.193441e+17 1.585000e-02 1.909000e-03 9.870000e-01
6.310000e-07 1.264413e+17 1.388000e-02 1.125000e-03 9.880000e-01
6.310000e-07 1.338957e+17 3.260000e-02 1.608000e-03 9.890000e-01
6.310000e-07 1.418800e+17 2.914000e-02 1.645000e-03 9.900000e-01
6.310000e-07 1.502719e+17 2.586000e-02 1.573000e-03 9.910000e-01
6.310000e-07 1.591255e+17 2.282000e-02 1.410000e-03 9.920000e-01
6.310000e-07 1.686122e+17 2.004000e-02 1.204000e-03 9.930000e-01
6.310000e-07 1.785542e+17 1.752000e-02 7.454000e-04 9.930000e-01
6.310000e-07 1.891435e+17 2.791000e-02 1.163000e-03 9.940000e-01
6.310000e-07 2.003960e+17 2.445000e-02 1.085000e-03 9.950000e-01
6.310000e-07 2.121673e+17 2.375000e-02 1.107000e-03 9.950000e-01
6.310000e-07 2.247319e+17 2.083000e-02 1.045000e-03 9.960000e-01
6.310000e-07 2.381195e+17 1.822000e-02 9.610000e-04 9.960000e-01
6.310000e-07 2.521382e+17 1.590000e-02 8.771000e-04 9.960000e-01
6.310000e-07 2.671946e+17 1.376000e-02 7.920000e-04 9.970000e-01
6.310000e-07 2.830902e+17 1.189000e-02 7.081000e-04 9.970000e-01
6.310000e-07 2.997924e+17 1.023000e-02 6.196000e-04 9.970000e-01

1.000000e-06 2.997924e+11 1.371000e-06 2.530000e-17 0.000000e+00
1.000000e-06 3.175431e+11 1.538000e-06 3.185000e-17 0.000000e+00
1.000000e-06 3.363541e+11 1.726000e-06 4.010000e-17 0.000000e+00
1.000000e-06 3.563018e+11 1.936000e-06 5.048000e-17 0.000000e+00
1.000000e-06 3.774297e+11 2.173000e-06 6.355000e-17 0.000000e+00
1.000000e-06 3.997765e+11 2.438000e-06 8.000000e-17 0.000000e+00
1.000000e-06 4.234956e+11 2.736000e-06 1.007000e-16 0.000000e+00
1.000000e-06 4.485897e+11 3.070000e-06 1.268000e-16 0.000000e+00
1.000000e-06 4.751068e+11 3.445000e-06 1.596000e-16 0.000000e+00
1.000000e-06 5.032607e+11 3.866000e-06 2.010000e-16 0.000000e+00
1.000000e-06 5.331538e+11 4.338000e-06 2.530000e-16 0.000000e+00
1.000000e-06 5.646873e+11 4.869000e-06 3.186000e-16 0.000000e+00
1.000000e-06 5.981493e+11 5.464000e-06 4.011000e-16 0.000000e+00
1.000000e-06 6.335426e+11 6.132000e-06 5.049000e-16 0.000000e+00
1.000000e-06 6.711269e+11 6.883000e-06 6.357000e-16 0.000000e+00
1.000000e-06 7.109139e+11 7.726000e-06 8.003000e-16 0.000000e+00
1.000000e-06 7.530580e+11 8.671000e-06 1.008000e-15 0.000000e+00
1.000000e-06 7.977446e+11 9.732000e-06 1.269000e-15 0.000000e+00
1.000000e-06 8.449617e+11 1.092000e-05 1.597000e-15 0.000000e+00
1.000000e-06 8.949028e+11 1.226000e-05 2.011000e-15 0.000000e+00
1.000000e-06 9.481102e+11 1.377000e-05 2.532000e-15 0.000000e+00
1.000000e-06 1.004330e+12 1.546000e-05 3.187000e-15 0.000000e+00
1.000000e-06 1.063848e+12 1.736000e-05 4.013000e-15 0.000000e+00
1.000000e-06 1.126616e+12 1.949000e-05 5.054000e-15 0.000000e+00
1.000000e-06 1.193441e+12 2.189000e-05 6.363000e-15 0.000000e+00
1.000000e-06 1.264413e+12 2.459000e-05 8.012000e-15 0.000000e+00
1.000000e-06 1.338957e+12 2.763000e-05 1.009000e-14 0.000000e+00
1.000000e-06 1.418800e+12 3.104000e-05 1.270000e-14 0.000000e+00
1.000000e-06 1.502719e+12 3.489000e-05 1.599000e-14 0.000000e+00
1.000000e-06 1.591255e+12 3.920000e-05 2.014000e-14 0.000000e+00
1.000000e-06 1.686122e+12 4.405000e-05 2.536000e-14 0.000000e+00
1.000000e-06 1.785542e+12 4.952000e-05 3.194000e-14 0.000000e+00
1.000000e-06 1.891435e+12 5.569000e-05 4.022000e-14 0.000000e+00
1.000000e-06 2.003960e+12 6.264000e-05 5.065000e-14 0.000000e+00
1.000000e-06 2.121673e+12 7.048000e-05 6.379000e-14 0.000000e+00
1.000000e-06 2.247319e+12 7.932000e-05 8.034000e-14 0.000000e+00
1.000000e-06 2.381195e+12 8.930000e-05 1.012000e-13 0.000000e+00
1.000000e-06 2.521382e+12 1.006000e-04 1.275000e-13 0.000000e+00
1.000000e-06 2.671946e+12 1.132000e-04 1.606000e-13 0.000000e+00
1.000000e-06 2.830902e+12 1.277000e-04 2.022000e-13 0.000000e+00
1.000000e-06 2.997924e+12 1.439000e-04 2.547000e-13 0.000000e+00
1.000000e-06 3.175431e+12 1.624000e-04 3.208000e-13 0.000000e+00
1.000000e-06 3.363541e+12 1.833000e-04 4.041000e-13 0.000000e+00
1.000000e-06 3.563018e+12 2.070000e-04 5.090000e-13 0.000000e+00
1.000000e-06 3.774297e+12 2.339000e-04 6.411000e-13 0.000000e+00
1.000000e-06 3.997765e+12 2.642000e-04 8.076000e-13 0.000000e+00
1.000000e-06 4.234956e+12 2.988000e-04 1.017000e-12 0.000000e+00
1.000000e-06 4.485897e+12 3.381000e-04 1.280000e-12 0.000000e+00
1.000000e-06 4.751068e+12 3.824000e-04 1.611000e-12 0.000000e+00
1.000000e-06 5.032607e+12 4.326000e-04 2.027000e-12 4.690000e-07
1.000000e-06 5.331538e+12 4.894000e-04 2.550000e-12 5.140000e-07
1.000000e-06 5.646873e+12 5.533000e-04 3.205000e-12 5.620000e-07
1.000000e-06 5.981493e+12 6.250000e-04 4.028000e-12 6.120000e-07
1.000000e-06 6.335426e+12 7.058000e-04 5.057000e-12 6.660000e-07
1.000000e-06 6.711269e+12 7.966000e-04 6.347000e-12 7.230000e-07
1.000000e-06 7.109139e+12 8.986000e-04 7.960000e-12 7.830000e-07
1.000000e-06 7.530580e+12 1.011000e-03 9.958000e-12 8.470000e-07
1.000000e-06 7.977446e+12 1.136000e-03 1.245000e-11 9.150000e-07
1.000000e-06 8.449617e+12 1.269000e-03 1.561000e-11 9.930000e-07
1.000000e-06 8.949028e+12 1.421000e-03 1.957000e-11 1.070000e-06
1.000000e-06 9.481102e+12 1.600000e-03 2.451000e-11 1.160000e-06
1.000000e-06 1.004330e+13 1.807000e-03 3.066000e-11 1.240000e-06
1.000000e-06 1.063848e+13 2.037000e-03 3.821000e-11 1.330000e-06
1.000000e-06 1.126616e+13 2.303000e-03 4.762000e-11 1.420000e-06
1.000000e-06 1.193441e+13 2.610000e-03 5.942000e-11 1.520000e-06
1.000000e-06 1.264413e+13 2.951000e-03 7.342000e-11 1.620000e-06
1.000000e-06 1.338957e+13 3.350000e-03 9.076000e-11 1.730000e-06
1.000000e-06 1.418800e+13 3.812000e-03 1.106000e-10 1.840000e-06
1.000000e-06 1.502719e+13 4.363000e-03 1.333000e-10 1.950000e-06
1.000000e-06 1.591255e+13 4.851000e-03 1.490000e-10 2.100000e-06
1.000000e-06 1.686122e+13 4.871000e-03 1.531000e-10 2.370000e-06
1.000000e-06 1.785542e+13 4.433000e-03 1.548000e-10 2.760000e-06
1.000000e-06 1.891435e+13 3.790000e-03 1.686000e-10 3.260000e-06
1.000000e-06 2.003960e+13 3.215000e-03 2.093000e-10 3.890000e-06
1.000000e-06 2.121673e+13 2.895000e-03 3.004000e-10 4.720000e-06
1.000000e-06 2.247319e+13 3.459000e-03 4.630000e-10 5.520000e-06
1.000000e-06 2.381195e+13 4.568000e-03 6.672000e-10 5.980000e-06
1.000000e-06 2.521382e+13 6.069000e-03 9.205000e-10 6.100000e-06
1.000000e-06 2.671946e+13 7.890000e-03 1.219000e-09 6.070000e-06
1.000000e-06 2.830902e+13 1.042000e-02 1.609000e-09 5.900000e-06
1.000000e-06 2.997924e+13 1.265000e-02 1.795000e-09 6.050000e-06
1.000000e-06 3.175431e+13 1.412000e-02 1.808000e-09 6.450000e-06
1.000000e-06 3.363541e+13 1.051000e-02 9.648000e-10 7.580000e-06
1.000000e-06 3.563018e+13 6.787000e-03 4.831000e-10 9.010000e-06
1.000000e-06 3.774297e+13 3.151000e-03 2.393000e-10 1.060000e-05
1.000000e-06 3.997765e+13 1.399000e-03 5.113000e-10 1.270000e-05
1.000000e-06 4.234956e+13 1.100000e-03 1.021000e-09 1.490000e-05
1.000000e-06 4.485897e+13 1.089000e-03 1.612000e-09 1.720000e-05
1.000000e-06 4.751068e+13 1.082000e-03 2.321000e-09 1.970000e-05
1.000000e-06 5.032607e+13 1.057000e-03 3.211000e-09 2.240000e-05
1.000000e-06 5.331538e+13 1.040000e-03 4.342000e-09 2.540000e-05
1.000000e-06 5.646873e+13 1.039000e-03 5.782000e-09 2.880000e-05
1.000000e-06 5.981493e+13 1.052000e-03 7.617000e-09 3.260000e-05
1.000000e-06 6.335426e+13 1.078000e-03 9.937000e-09 3.680000e-05
1.000000e-06 6.711269e+13 1.112000e-03 1.288000e-08 4.150000e-05
1.000000e-06 7.109139e+13 1.154000e-03 1.659000e-08 4.680000e-05
1.000000e-06 7.530580e+13 1.196000e-03 2.128000e-08 5.270000e-05
1.000000e-06 7.977446e+13 1.237000e-03 2.721000e-08 5.930000e-05
1.000000e-06 8.449617e+13 1.282000e-03 3.469000e-08 6.670000e-05
1.000000e-06 8.949028e+13 1.328000e-03 4.412000e-08 7.500000e-05
1.000000e-06 9.481102e+13 1.369000e-03 5.603000e-08 8.440000e-05
1.000000e-06 1.004330e+14 1.415000e-03 7.108000e-08 9.480000e-05
1.000000e-06 1.063848e+14 1.466000e-03 9.011000e-08 1.070000e-04
1.000000e-06 1.126616e+14 1.522000e-03 1.141000e-07 1.200000e-04
1.000000e-06 1.193441e+14 1.582000e-03 1.443000e-07 1.340000e-04
1.000000e-06 1.264413e+14 1.647000e-03 1.824000e-07 1.510000e-04
1.000000e-06 1.338957e+14 1.716000e-03 2.305000e-07 1.690000e-04
1.000000e-06 1.418800e+14 1.790000e-03 2.908000e-07 1.900000e-04
1.000000e-06 1.502719e+14 1.869000e-03 3.670000e-07 2.140000e-04
1.000000e-06 1.591255e+14 1.953000e-03 4.629000e-07 2.400000e-04
1.000000e-06 1.686122e+14 2.043000e-03 5.838000e-07 2.690000e-04
1.000000e-06 1.785542e+14 2.142000e-03 7.359000e-07 3.020000e-04
1.000000e-06 1.891435e+14 2.252000e-03 9.269000e-07 3.390000e-04
1.000000e-06 2.003960e+14 2.366000e-03 1.168000e-06 3.800000e-04
1.000000e-06 2.121673e+14 2.485000e-03 1.471000e-06 4.270000e-04
1.000000e-06 2.247319e+14 2.611000e-03 1.852000e-06 4.790000e-04
1.000000e-06 2.381195e+14 2.745000e-03 2.332000e-06 5.370000e-04
1.000000e-06 2.521382e+14 2.895000e-03 2.937000e-06 6.030000e-04
1.000000e-06 2.671946e+14 3.055000e-03 3.700000e-06 6.770000e-04
1.000000e-06 2.830902e+14 3.224000e-03 4.658000e-06 7.590000e-04
1.000000e-06 2.997924e+14 3.404000e-03 5.864000e-06 8.520000e-04
1.000000e-06 3.175431e+14 3.597000e-03 7.382000e-06 9.550000e-04
1.000000e-06 3.363541e+14 3.800000e-03 9.294000e-06 1.070000e-03
1.000000e-06 3.563018e+14 4.014000e-03 1.171000e-05 1.200000e-03
1.000000e-06 3.774297e+14 4.239000e-03 1.475000e-05 1.350000e-03
1.000000e-06 3.997765e+14 4.476000e-03 1.859000e-05 1.510000e-03
1.000000e-06 4.234956e+14 4.726000e-03 2.343000e-05 1.700000e-03
1.000000e-06 4.485897e+14 4.992000e-03 2.953000e-05 1.910000e-03
1.000000e-06 4.751068e+14 5.275000e-03 3.725000e-05 2.140000e-03
1.000000e-06 5.032607e+14 5.575000e-03 4.701000e-05 2.400000e-03
1.000000e-06 5.331538e+14 5.893000e-03 5.936000e-05 2.700000e-03
1.000000e-06 5.646873e+14 6.229000e-03 7.499000e-05 3.030000e-03
1.000000e-06 5.981493e+14 6.585000e-03 9.480000e-05 3.400000e-03
1.000000e-06 6.335426e+14 6.961000e-03 1.199000e-04 3.820000e-03
1.000000e-06 6.711269e+14 7.357000e-03 1.519000e-04 4.290000e-03
1.000000e-06 7.109139e+14 7.774000e-03 1.926000e-04 4.820000e-03
1.000000e-06 7.530580e+14 8.211000e-03 2.445000e-04 5.410000e-03
1.000000e-06 7.977446e+14 8.656000e-03 3.109000e-04 6.080000e-03
1.000000e-06 8.449617e+14 9.124000e-03 3.960000e-04 6.840000e-03
1.000000e-06 8.949028e+14 9.610000e-03 5.056000e-04 7.690000e-03
1.000000e-06 9.481102e+14 1.011000e-02 6.468000e-04 8.660000e-03
1.000000e-06 1.004330e+15 1.062000e-02 8.305000e-04 9.750000e-03
1.000000e-06 1.063848e+15 1.114000e-02 1.070000e-03 1.100000e-02
1.000000e-06 1.126616e+15 1.165000e-02 1.385000e-03 1.240000e-02
1.000000e-06 1.193441e+15 1.213000e-02 1.803000e-03 1.400000e-02
1.000000e-06 1.264413e+15 1.202000e-02 2.369000e-03 1.590000e-02
1.000000e-06 1.338957e+15 1.329000e-02 3.167000e-03 1.810000e-02
1.000000e-06 1.418800e+15 1.933000e-02 4.266000e-03 2.070000e-02
1.000000e-06 1.502719e+15 2.776000e-02 5.766000e-03 2.360000e-02
1.000000e-06 1.591255e+15 4.168000e-02 7.916000e-03 2.720000e-02
1.000000e-06 1.686122e+15 6.566000e-02 1.094000e-02 3.130000e-02
1.000000e-06 1.785542e+15 9.785000e-02 1.526000e-02 3.630000e-02
1.000000e-06 1.891435e+15 1.458000e-01 2.223000e-02 4.260000e-02
1.000000e-06 2.003960e+15 3.048000e-01 3.462000e-02 4.820000e-02
1.000000e-06 2.121673e+15 5.224000e-01 3.794000e-02 4.310000e-02
1.000000e-06 2.247319e+15 5.046000e-01 4.451000e-02 4.960000e-02
1.000000e-06 2.381195e+15 5.660000e-01 5.629000e-02 5.480000e-02
1.000000e-06 2.521382e+15 7.124000e-01 7.628000e-02 5.850000e-02
1.000000e-06 2.671946e+15 8.252000e-01 9.549000e-02 6.300000e-02
1.000000e-06 2.830902e+15 1.012000e+00 1.349000e-01 6.680000e-02
1.000000e-06 2.997924e+15 1.226000e+00 1.690000e-01 6.830000e-02
1.000000e-06 3.175431e+15 1.373000e+00 2.007000e-01 7.330000e-02
1.000000e-06 3.363541e+15 1.427000e+00 2.102000e-01 8.140000e-02
1.000000e-06 3.563018e+15 1.492000e+00 2.543000e-01 9.220000e-02
1.000000e-06 3.774297e+15 1.598000e+00 3.091000e-01 1.020000e-01
1.000000e-06 3.997765e+15 1.632000e+00 3.501000e-01 1.140000e-01
1.000000e-06 4.234956e+15 1.562000e+00 3.640000e-01 1.320000e-01
1.000000e-06 4.485897e+15 1.411000e+00 3.599000e-01 1.520000e-01
1.000000e-06 4.751068e+15 1.134000e+00 3.157000e-01 1.740000e-01
1.000000e-06 5.032607e+15 7.869000e-01 2.089000e-01 1.930000e-01
1.000000e-06 5.331538e+15 6.966000e-01 1.414000e-01 2.190000e-01
1.000000e-06 5.646873e+15 6.695000e-01 1.259000e-01 2.480000e-01
1.000000e-06 5.981493e+15 6.482000e-01 1.180000e-01 2.800000e-01
1.000000e-06 6.335426e+15 6.292000e-01 1.136000e-01 3.140000e-01
1.000000e-06 6.711269e+15 6.113000e-01 1.110000e-01 3.520000e-01
1.000000e-06 7.109139e+15 5.934000e-01 1.090000e-01 3.910000e-01
1.000000e-06 7.530580e+15 5.754000e-01 1.073000e-01 4.330000e-01
1.000000e-06 7.977446e+15 5.567000e-01 1.055000e-01 4.750000e-01
1.000000e-06 8.449617e+15 5.375000e-01 1.035000e-01 5.180000e-01
1.000000e-06 8.949028e+15 5.177000e-01 1.012000e-01 5.620000e-01
1.000000e-06 9.481102e+15 4.970000e-01 9.843000e-02 6.030000e-01
1.000000e-06 1.004330e+16 4.759000e-01 9.540000e-02 6.430000e-01
1.000000e-06 1.063848e+16 4.539000e-01 9.189000e-02 6.810000e-01
1.000000e-06 1.126616e+16 4.320000e-01 8.802000e-02 7.140000e-01
1.000000e-06 1.193441e+16 4.094000e-01 8.357000e-02 7.430000e-01
1.000000e-06 1.264413e+16 3.869000e-01 7.816000e-02 7.680000e-01
