# KROME file, XRAY H rate
# Distance = 7 kpc
# Xray rate including primary H ionization in 1/s
# first line indicates the size of the table (30x30)
# then first column is the parameter log10(nH), where nH is the H column density in cm-2
# second column is log10(xHe), where xHe = nHe/nH both in cm-2
# third column is log10(rate), where rate is in units of 1/s
30, 30
16.0 0.0 -17.686874299234244
16.0 -0.1724138 -17.846350582206554
16.0 -0.34482759 -18.000207723108147
16.0 -0.51724136 -18.14640976078637
16.0 -0.68965518 -18.28254871596768
16.0 -0.86206895 -18.406060364093694
16.0 -1.0344827 -18.514618268734136
16.0 -1.2068965 -18.606631780772734
16.0 -1.3793104 -18.681661186002508
16.0 -1.5517242 -18.74054288499384
16.0 -1.7241379 -18.78515522490007
16.0 -1.8965517 -18.81795220907631
16.0 -2.0689654 -18.841482852006155
16.0 -2.2413793 -18.858051883534333
16.0 -2.4137931 -18.869558146735468
16.0 -2.5862069 -18.87746922852809
16.0 -2.7586207 -18.882870317934895
16.0 -2.9310346 -18.886539798261815
16.0 -3.1034484 -18.889024465490884
16.0 -3.275862 -18.890703021957815
16.0 -3.4482758 -18.89183523537805
16.0 -3.6206896 -18.89259812572098
16.0 -3.7931035 -18.893111798834777
16.0 -3.9655173 -18.893457501264027
16.0 -4.1379309 -18.893690083943657
16.0 -4.3103447 -18.893846527866124
16.0 -4.4827585 -18.893951742397906
16.0 -4.6551723 -18.894022496221037
16.0 -4.8275862 -18.894070073048887
16.0 -5.0 -18.894102063558684

16.344828 0.0 -17.68687454384634
16.344828 -0.1724138 -17.846350749287716
16.344828 -0.34482759 -18.00020783806134
16.344828 -0.51724136 -18.146409840690566
16.344828 -0.68965518 -18.282548772305343
16.344828 -0.86206895 -18.406060404584633
16.344828 -1.0344827 -18.51461829856852
16.344828 -1.2068965 -18.606631803440212
16.344828 -1.3793104 -18.68166120384961
16.344828 -1.5517242 -18.74054289959865
16.344828 -1.7241379 -18.785155237324037
16.344828 -1.8965517 -18.817952220033437
16.344828 -2.0689654 -18.841482861976743
16.344828 -2.2413793 -18.858051892841456
16.344828 -2.4137931 -18.869558155596433
16.344828 -2.5862069 -18.877469237089034
16.344828 -2.7586207 -18.88287032629411
16.344828 -2.9310346 -18.886539806485388
16.344828 -3.1034484 -18.889024473623255
16.344828 -3.275862 -18.89070303002887
16.344828 -3.4482758 -18.891835243407876
16.344828 -3.6206896 -18.892598133723087
16.344828 -3.7931035 -18.893111806818247
16.344828 -3.9655173 -18.893457509234963
16.344828 -4.1379309 -18.89369009190617
16.344828 -4.3103447 -18.893846535822973
16.344828 -4.4827585 -18.893951750350947
16.344828 -4.6551723 -18.894022504171517
