READ SERR 1
@nh_1.pco
!
0.101558864 1.55886367E-3 3.59564722E-2
0.10472519 1.60746486E-3 4.68705967E-2
0.107990235 1.65758119E-3 5.98291382E-2
0.111357078 1.70926005E-3 7.52407834E-2
0.114828892 1.76255021E-3 9.29574668E-2
0.118408941 1.81750162E-3 0.112970069
0.122100607 1.87416642E-3 0.135211051
0.125907376 1.93259784E-3 0.159547299
0.129832819 1.99285103E-3 0.185812324
0.13388066 2.05498259E-3 0.21380429
0.138054684 2.11905129E-3 0.243267179
0.142358854 2.18511769E-3 0.273931921
0.146797225 2.2532437E-3 0.305517346
0.151373953 2.32349359E-3 0.337739319
0.156093389 2.39593373E-3 0.370139062
0.160959959 2.47063255E-3 0.402599782
0.165978238 2.54766014E-3 0.435084164
0.171152994 2.62708915E-3 0.466174155
0.176489085 2.70899478E-3 0.496579587
0.181991532 2.79345387E-3 0.527279854
0.187665522 2.88054603E-3 0.557087719
0.193516418 2.9703537E-3 0.585881293
0.199549735 3.06296116E-3 0.613563955
0.205771163 3.15845595E-3 0.640062511
0.212186545 3.25692794E-3 0.665299594
0.218801945 3.35847004E-3 0.689268947
0.225623593 3.46317794E-3 0.711984336
0.232657909 3.57115059E-3 0.733293593
0.239911556 3.68248927E-3 0.75333041
0.247391343 3.79729923E-3 0.771908224
0.255104333 3.91568849E-3 0.789288402
0.263057798 4.03776905E-3 0.805869341
0.271259218 4.16365592E-3 0.821322143
0.279716343 4.29346738E-3 0.835693538
0.288437128 4.42732591E-3 0.840938866
0.2974298 4.5653577E-3 0.84555614
0.306702852 4.70769312E-3 0.857790947
0.316265017 4.8544663E-3 0.869153202
0.326125294 5.00581507E-3 0.8796646
0.336293012 5.16188284E-3 0.889398634
0.346777707 5.32281632E-3 0.898428977
0.357589275 5.48876729E-3 0.906628788
0.368737936 5.65989222E-3 0.914192915
0.380234182 5.83635224E-3 0.921312213
0.39208886 6.01831358E-3 0.927874267
0.404313117 6.20594807E-3 0.931978822
0.416918486 6.39943266E-3 0.935703039
0.429916888 6.5989499E-3 0.941034019
0.443320513 6.80468697E-3 0.945928812
0.457142055 7.01683853E-3 0.950433314
0.471394479 7.23560434E-3 0.954591274
0.486091286 7.46119069E-3 0.958413959
0.501246274 7.69381039E-3 0.96192652
0.516873777 7.93368276E-3 0.965152502
0.532988489 8.18103272E-3 0.956583083
0.549605608 8.4360959E-3 0.948533773
0.566740811 8.69910978E-3 0.952327132
0.58441025 8.97032488E-3 0.955846965
0.602630556 9.24999453E-3 0.959128678
0.621418953 9.53838415E-3 0.962206185
0.640793085 9.83576477E-3 0.965070784
0.66077131 1.01424176E-2 0.967735112
0.681372344 1.04586305E-2 0.970211148
0.702615678 1.07847024E-2 0.972508311
0.724521339 1.11209396E-2 0.973057747
0.74710989 1.14676598E-2 0.973540127
0.770402789 1.18251909E-2 0.975545228
