READ SERR 1
@nh_3.pco
!
232.657913 3.57115054 1
239.91156 3.68248916 1
247.391342 3.79729915 1
255.104324 3.91568875 1
263.0578 4.03776932 1
271.259216 4.16365576 1
279.716339 4.29346704 1
288.437134 4.42732573 1
297.42981 4.56535769 1
306.70285 4.7076931 1
316.265015 4.85446644 1
326.125305 5.00581551 1
336.292999 5.16188288 1
346.77771 5.32281637 1
357.589294 5.48876715 1
368.737946 5.65989208 1
380.234192 5.83635235 1
392.088867 6.01831388 1
404.31311 6.20594835 1
416.918488 6.39943266 1
429.91687 6.59894991 1
443.320526 6.80468702 1
457.142059 7.01683855 1
471.394501 7.23560429 1
486.091278 7.4611907 1
501.246277 7.69381046 1
516.873779 7.93368244 1
532.988464 8.18103313 1
549.605652 8.43609524 1
566.740845 8.69911003 1
584.410278 8.97032452 1
602.630554 9.24999428 1
621.418945 9.53838444 1
640.793091 9.83576488 1
660.771301 10.1424179 1
681.372314 10.4586306 1
702.615662 10.7847023 1
724.521301 11.1209393 1
747.109924 11.46766 1
770.402771 11.8251905 1
794.421814 12.1938677 1
819.189758 12.5740395 1
844.729858 12.9660635 1
871.066223 13.3703098 1
898.223694 13.7871599 1
926.227844 14.2170057 1
955.105103 14.6602535 1
984.88269 15.1173201 1
