E + GRAIN0 -> GRAIN-
HE+ + SIH3 -> SIH2+ + H + HE
HE+ + C2H2N -> CH2+ + CN + HE
HE+ + C2H2O -> CO+ + CH2 + HE
HE+ + C2H2O -> CH2+ + CO + HE
HE+ + C2H3 -> C2H+ + H2 + HE
HE+ + C2H3 -> C2H2+ + H + HE
HE+ + C3H2 -> C3+ + H2 + HE
HE+ + H2C3 -> C3+ + H2 + HE
HE+ + C3H2 -> C3H+ + H + HE
HE+ + H2C3 -> C3H+ + H + HE
HE+ + C4H -> C2H+ + C2 + HE
HE+ + C4H -> C4+ + H + HE
HE+ + C4P -> C2+ + CCP + HE
HE+ + C4P -> CCP+ + C2 + HE
HE+ + C4S -> CS+ + C3 + HE
HE+ + C4S -> C3+ + CS + HE
HE+ + C5 -> C3+ + C2 + HE
HE+ + C5 -> C4+ + C + HE
HE+ + CH2O2 -> CO2+ + H + H + HE
HE+ + CH2O2 -> HCO2+ + H + HE
HE+ + CH2PH -> PH+ + CH2 + HE
HE+ + CH2PH -> CH2+ + PH + HE
HE+ + CH3N -> NH+ + CH2 + HE
HE+ + CH3N -> CH2+ + NH + HE
HE+ + CH3N -> HCN+ + H2 + HE
HE+ + CH3N -> HCNH+ + H + HE
HE+ + CH4 -> H+ + CH3 + HE
HE+ + CH4 -> CH+ + H2 + H + HE
HE+ + CH4 -> CH2+ + H2 + HE
HE+ + CH4 -> CH3+ + H + HE
HE+ + CH4 -> CH4+ + HE
HE+ + HCNC2 -> C2+ + HCN + HE
HE+ + HCNC2 -> C2N+ + CH + HE
HE+ + HCNC2 -> C3N+ + H + HE
HE+ + HCNC2 -> HCN+ + C2 + HE
HE+ + HC2NC -> CN+ + C2H + HE
HE+ + HC2NC -> C2H+ + CN + HE
HE+ + HC2NC -> C3N+ + H + HE
HE+ + HC2NC -> CNC+ + CH + HE
HE+ + HC3N -> C2+ + HCN + HE
HE+ + HC3N -> CN+ + C2H + HE
HE+ + HC3N -> C2H+ + CN + HE
HE+ + HC3N -> C2N+ + CH + HE
HE+ + HC3N -> C3+ + NH + HE
HE+ + HC3N -> C3H+ + N + HE
HE+ + HC3N -> C3N+ + H + HE
HE+ + HNC3 -> C2+ + HNC + HE
HE+ + HNC3 -> C3+ + NH + HE
HE+ + HNC3 -> C3N+ + H + HE
HE+ + HNC3 -> NH+ + C3 + HE
HE+ + HNC3 -> C2NH+ + C + HE
HE+ + NH2CN -> NH2 + CN+ + HE
HE+ + NH2CN -> NH2+ + CN + HE
HE+ + SIC2H2 -> SIH+ + C2H + HE
HE+ + SIC2H2 -> SIC2H+ + H + HE
HE+ + SIC3H -> SI+ + C3H + HE
HE+ + SIC3H -> SI+ + HC3 + HE
HE+ + SIC3H -> SIC3+ + H + HE
HE+ + SIC4 -> SIC3+ + C + HE
HE+ + SICH3 -> SIH+ + CH2 + HE
HE+ + SICH3 -> CH2SI+ + H + HE
HE+ + SIH4 -> SIH2+ + H2 + HE
HE+ + SIH4 -> SIH3+ + H + HE
HE+ + C2H3N -> CN+ + CH3 + HE
HE+ + C2H3N -> CH3+ + CN + HE
HE+ + C2H4 -> C2H+ + H + H2 + HE
HE+ + C2H4 -> CH2+ + CH2 + HE
HE+ + C2H4 -> C2H2+ + H2 + HE
HE+ + C2H4 -> C2H3+ + H + HE
HE+ + C2H4 -> C2H4+ + HE
HE+ + C3H3 -> C3+ + H + H2 + HE
HE+ + C3H3 -> C3H+ + H2 + HE
HE+ + C3H3 -> C3H2+ + H + HE
HE+ + C3H3 -> H2C3+ + H + HE
HE+ + C4H2 -> C2H+ + C2H + HE
HE+ + C4H2 -> C4+ + H2 + HE
HE+ + C4H2 -> C4H+ + H + HE
HE+ + C5H -> C3H+ + C2 + HE
HE+ + C5H -> C5+ + H + HE
HE+ + C5N -> C4+ + CN + HE
HE+ + C6 -> C4+ + C2 + HE
HE+ + C6 -> C5+ + C + HE
HE+ + CH3OH -> OH+ + CH3 + HE
HE+ + CH3OH -> CH3+ + OH + HE
HE+ + NH2CHO -> HCO+ + NH2 + HE
HE+ + NH2CHO -> H2CO+ + NH + HE
HE+ + NH2CHO -> NH+ + H2CO + HE
HE+ + NH2CHO -> NH3+ + CO + HE
HE+ + NH2CHO -> CO+ + NH3 + HE
HE+ + C2H4O -> HCO+ + CH3 + HE
HE+ + C2H4O -> CH3+ + HCO + HE
HE+ + C2H4O -> C2H2O+ + H2 + HE
HE+ + C2H4O -> C2H3O+ + H + HE
HE+ + C2H5 -> C2H3+ + H2 + HE
HE+ + C2H5 -> C2H4+ + H + HE
HE+ + C2H5 -> C2H5+ + HE
HE+ + C3H3N -> C2H3+ + CN + HE
HE+ + C3H4 -> C3+ + H2 + H2 + HE
HE+ + C3H4 -> C3H+ + HE + H + H2
HE+ + C3H4 -> C3H2+ + HE + H2
HE+ + C3H4 -> H2C3+ + HE + H2
HE+ + C3H4 -> C3H3+ + HE + H
HE+ + C3H4 -> H3C3+ + HE + H
HE+ + C4H3 -> C4H2+ + HE + H
HE+ + C4H3 -> C3H3+ + HE + C
HE+ + C4H3 -> H3C3+ + HE + C
HE+ + C4H3 -> C3H2+ + CH + HE
HE+ + C4H3 -> H2C3+ + CH + HE
HE+ + C5H2 -> C3H+ + C2H + HE
HE+ + C5H2 -> C5+ + H2 + HE
HE+ + C5H2 -> C5H+ + H + HE
HE+ + C6H -> C4H+ + C2 + HE
HE+ + C6H -> C6+ + H + HE
HE+ + C7 -> C5+ + C2 + HE
HE+ + C7 -> C6+ + C + HE
HE+ + CH5N -> NH2+ + CH3 + HE
HE+ + CH5N -> CH3+ + NH2 + HE
HE+ + CH5N -> HCNH+ + H + H2 + HE
HE+ + CH5N -> CH4N+ + H + HE
HE+ + HC5N -> C4H + CN+ + HE
HE+ + HC5N -> C2H+ + C3N + HE
HE+ + HC5N -> C4H+ + CN + HE
HE+ + C6H2 -> C4H+ + C2H + HE
HE+ + C6H2 -> C6+ + H2 + HE
HE+ + C6H2 -> C6H+ + H + HE
HE+ + C7H -> C5H+ + C2 + HE
HE+ + C7H -> C7+ + H + HE
HE+ + C7N -> C6+ + CN + HE
HE+ + C8 -> C6+ + C2 + HE
HE+ + C8 -> C7+ + C + HE
HE+ + CH3C3N -> CH3+ + C3N + HE
HE+ + HCOOCH3 -> HCO2+ + CH3 + HE
HE+ + C2H5OH -> C2H2O+ + H2 + H2 + HE
HE+ + C2H5OH -> C2H3O+ + H + H2 + HE
HE+ + C2H5OH -> C2H4O+ + H2 + HE
HE+ + C2H5OH -> C2H5+ + OH + HE
HE+ + C2H5OH -> C2H5O+ + H + HE
HE+ + C7H2 -> C5H+ + C2H + HE
HE+ + C7H2 -> C7+ + H2 + HE
HE+ + C7H2 -> C7H+ + H + HE
HE+ + C8H -> C6H+ + C2 + HE
HE+ + C8H -> C8+ + H + HE
HE+ + C9 -> C7+ + C2 + HE
HE+ + C9 -> C8+ + C + HE
HE+ + CH3C4H -> C5H2+ + H2 + HE
HE+ + CH3C4H -> C5H3+ + H + HE
HE+ + CH3OCH3 -> CH3+ + H2CO + HE + H
HE+ + CH3OCH3 -> H3CO+ + CH3 + HE
HE+ + HC7N -> C6H+ + CN + HE
HE+ + C2H6CO -> C2H3O+ + CH3 + HE
HE+ + C8H2 -> C6H+ + C2H + HE
HE+ + C8H2 -> C8+ + H2 + HE
HE+ + C8H2 -> C8H+ + H + HE
HE+ + C9H -> C7H+ + C2 + HE
HE+ + C9H -> C9+ + H + HE
HE+ + C9N -> C8+ + CN + HE
HE+ + CH3C5N -> CH3+ + C5N + HE
HE+ + C9H2 -> C7H+ + C2H + HE
HE+ + C9H2 -> C9+ + H2 + HE
HE+ + C9H2 -> C9H+ + H + HE
HE+ + CH3C6H -> C7H2+ + H2 + HE
HE+ + CH3C6H -> C7H3+ + H + HE
HE+ + CH3C7N -> CH3+ + C7N + HE
HE+ + HC9N -> C8H+ + CN + HE
HE+ + C6H6 -> C6H5+ + H + HE
HE+ + C6H6 -> C5H5+ + CH + HE
MG+ + NA -> NA+ + MG
MG+ + NAH -> NA+ + MGH
N+ + FE -> FE+ + N
N+ + MG -> MG+ + N
N+ + C2 -> C2+ + N
N+ + CH -> CH+ + N
N+ + CH -> CN+ + H
N+ + CN -> CN+ + N
N+ + CO -> CO+ + N
N+ + CO -> NO+ + C
N+ + H2 -> NH+ + H
N+ + NH -> N2+ + H
N+ + NH -> NH+ + N
N+ + NO -> N2+ + O
N+ + NO -> NO+ + N
N+ + O2 -> O+ + NO
N+ + O2 -> NO+ + O
N+ + O2 -> O2+ + N
N+ + OH -> NO+ + H
N+ + OH -> OH+ + N
N+ + C2H -> C2H+ + N
N+ + CH2 -> CH2+ + N
N+ + CO2 -> CO+ + NO
N+ + CO2 -> CO2+ + N
N+ + H2O -> H2O+ + N
N+ + H2S -> HS+ + NH
N+ + H2S -> H2S+ + N
N+ + HCN -> HCN+ + N
N+ + HCO -> NH+ + CO
N+ + HCO -> HCO+ + N
N+ + NH2 -> NH2+ + N
N+ + OCS -> S+ + CO + N
N+ + OCS -> CS+ + NO
N+ + OCS -> OCS+ + N
N+ + H2CO -> NO+ + CH2
N+ + H2CO -> HCO+ + NH
N+ + H2CO -> H2CO+ + N
N+ + NH3 -> N2H+ + H2
N+ + NH3 -> NH2+ + NH
N+ + NH3 -> NH3+ + N
N+ + CH4 -> HCN+ + H2 + H
N+ + CH4 -> CH3+ + N + H
N+ + CH4 -> CH3+ + NH
N+ + CH4 -> HCNH+ + H + H
N+ + CH4 -> HCNH+ + H2
N+ + CH4 -> CH4+ + N
N+ + CH3OH -> NO+ + CH3 + H
N+ + CH3OH -> CH3+ + NO + H
N+ + CH3OH -> H2CO+ + NH + H
N+ + CH3OH -> H3CO+ + NH
N+ + CH3OH -> CH4O+ + N
O+ + FE -> FE+ + O
O+ + H -> H+ + O
O+ + C2 -> C2+ + O
O+ + C2 -> CO+ + C
O+ + CH -> CH+ + O
O+ + CH -> CO+ + H
O+ + CN -> NO+ + C
O+ + H2 -> OH+ + H
O+ + N2 -> NO+ + N
O+ + NH -> NH+ + O
O+ + NH -> NO+ + H
O+ + NO -> NO+ + O
O+ + O2 -> O2+ + O
O+ + OH -> O2+ + H
O+ + OH -> OH+ + O
O+ + C2H -> CO+ + CH
O+ + C2H -> C2H+ + O
O+ + CH2 -> CH2+ + O
O+ + CO2 -> O2+ + CO
O+ + H2O -> H2O+ + O
O+ + H2S -> H2O + S+
O+ + H2S -> HS+ + OH
O+ + H2S -> H2S+ + O
O+ + HCN -> CO+ + NH
O+ + HCN -> NO+ + CH
O+ + HCN -> HCO+ + N
O+ + HCO -> OH+ + CO
O+ + HCO -> HCO+ + O
O+ + N2O -> NO+ + NO
O+ + NH2 -> NH2+ + O
O+ + NO2 -> NO2+ + O
O+ + OCS -> S+ + CO2
O+ + OCS -> OCS+ + O
O+ + SO2 -> O2+ + SO
O+ + H2CO -> HCO+ + OH
O+ + H2CO -> H2CO+ + O
O+ + NH3 -> NH3+ + O
O+ + CH4 -> CH3+ + OH
O+ + CH4 -> CH4+ + O
O+ + CH3OH -> H2CO+ + H2O
O+ + CH3OH -> H3CO+ + OH
O+ + CH3OH -> CH4O+ + O
P+ + SI -> P + SI+
P+ + O2 -> PO+ + O
P+ + OH -> PO+ + H
P+ + H2O -> PO+ + H2
P+ + H2O -> HPO+ + H
P+ + C2H2 -> PC2H+ + H
P+ + C2H2 -> PC2H2+
P+ + NH3 -> NH3+ + P
P+ + NH3 -> PNH2+ + H
P+ + CH4 -> PCH2+ + H2
P+ + C2H4 -> PC2H2+ + H2
S+ + FE -> FE+ + S
S+ + MG -> MG+ + S
S+ + NA -> NA+ + S
S+ + SI -> SI+ + S
S+ + C2 -> CS+ + C
S+ + CH -> CS+ + H
S+ + NH -> NS+ + H
S+ + NO -> NO+ + S
S+ + O2 -> SO+ + O
S+ + OH -> SO+ + H
S+ + SIC -> SIC+ + S
S+ + SIH -> SIH+ + S
S+ + SIH -> SIS+ + H
S+ + SIS -> SIS+ + S
S+ + C2H -> C2S+ + H
S+ + CH2 -> HCS+ + H
S+ + H2S -> S2+ + H2
S+ + H2S -> S2H+ + H
S+ + H2S -> H2S+ + S
S+ + HCO -> HS+ + CO
S+ + HCO -> HCO+ + S
S+ + OCS -> S2+ + CO
S+ + C2H2 -> HC2S+ + H
S+ + C3H -> C3S+ + H
S+ + HC3 -> C3S+ + H
S+ + CH3 -> H2CS+ + H
S+ + H2CO -> H2S+ + CO
S+ + H2CO -> HCO+ + HS
S+ + NH3 -> NH3+ + S
S+ + C2H3 -> HC2S+ + H2
S+ + C3H2 -> HC3S+ + H
S+ + H2C3 -> HC3S+ + H
S+ + C4H -> C4S+ + H
S+ + CH4 -> H3CS+ + H
S+ + C4H2 -> C3H2+ + CS
S+ + C4H2 -> H2C3+ + CS
S+ + C4H2 -> C4H+ + HS
S+ + C4H2 -> C4H2+ + S
S+ + C4H2 -> HC4S+ + H
SI+ + FE -> FE+ + SI
SI+ + MG -> MG+ + SI
SI+ + NA -> NA+ + SI
SI+ + CH -> SIC+ + H
SI+ + NH -> SIN+ + H
SI+ + OH -> SIO+ + H
SI+ + HF -> SIF+ + H
SI+ + CH2 -> CHSI+ + H
SI+ + H2O -> HSIO+ + H
SI+ + HCN -> SINC+ + H
SI+ + HNC -> SINC+ + H
SI+ + OCS -> SIS+ + CO
SI+ + C2H2 -> SIC2H+ + H
SI+ + C3H -> SIC3+ + H
SI+ + HC3 -> SIC3+ + H
SI+ + CH3 -> CHSI+ + H2
SI+ + CH3 -> CH2SI+ + H
SI+ + NH3 -> SINH2+ + H
SI+ + C2H3 -> SIC2H2+ + H
SI+ + C3H2 -> SIC3H+ + H
SI+ + H2C3 -> SIC3H+ + H
SI+ + C4H -> SIC4+ + H
SI+ + C2H4 -> SIC2H3+ + H
SI+ + C3H3 -> SIC3H2+ + H
SI+ + C4H2 -> C4H+ + SIH
SI+ + C3H4 -> SIC3H2+ + H2
C2+ + C -> C+ + C2
C2+ + N -> C+ + CN
C2+ + O -> CO+ + C
C2+ + S -> S+ + C2
C2+ + S -> CS+ + C
C2+ + C2 -> C3+ + C
C2+ + CH -> CH+ + C2
C2+ + CH -> C3+ + H
C2+ + H2 -> C2H+ + H
C2+ + NH -> C2H+ + N
C2+ + NH -> C2N+ + H
C2+ + NO -> NO+ + C2
C2+ + O2 -> CO+ + CO
C2+ + CH2 -> CH2+ + C2
C2+ + CH2 -> C3H+ + H
C2+ + H2O -> C2H+ + OH
C2+ + H2O -> C2HO+ + H
C2+ + HCN -> C3H+ + N
C2+ + HCN -> C3N+ + H
C2+ + HCO -> C2H+ + CO
C2+ + HCO -> HCO+ + C2
C2+ + NH2 -> NH2+ + C2
C2+ + NH2 -> C2NH+ + H
C2+ + C2H2 -> C4H+ + H
C2+ + CH4 -> C2H+ + CH3
C2+ + CH4 -> C2H2+ + CH2
C2+ + CH4 -> C3H+ + H2 + H
C2+ + CH4 -> C3H2+ + H2
C2+ + CH4 -> H2C3+ + H2
C2+ + CH4 -> C3H3+ + H
C2+ + CH4 -> H3C3+ + H
CH+ + C -> C2+ + H
CH+ + FE -> FE+ + CH
CH+ + H -> C+ + H2
CH+ + MG -> MG+ + CH
CH+ + N -> CN+ + H
CH+ + NA -> NA+ + CH
CH+ + O -> CO+ + H
CH+ + S -> S+ + CH
CH+ + S -> CS+ + H
CH+ + S -> HS+ + C
CH+ + SI -> SI+ + CH
CH+ + C2 -> C3+ + H
CH+ + CH -> C2+ + H2
CH+ + CN -> C2N+ + H
CH+ + CN -> CNC+ + H
CH+ + H2 -> CH2+ + H
CH+ + NH -> CN+ + H2
CH+ + NO -> NO+ + CH
CH+ + O2 -> HCO + O+
CH+ + O2 -> CO+ + OH
CH+ + O2 -> HCO+ + O
CH+ + OH -> CO+ + H2
CH+ + C2H -> C3+ + H2
CH+ + CH2 -> C2H+ + H2
CH+ + CO2 -> HCO+ + CO
CH+ + H2O -> HCO+ + H2
CH+ + H2O -> H2CO+ + H
CH+ + H2O -> H3O+ + C
CH+ + H2S -> HCS+ + H2
CH+ + H2S -> H3S+ + C
CH+ + HCN -> C2N+ + H2
CH+ + HCN -> C2NH+ + H
CH+ + HCN -> HCNH+ + C
CH+ + HCO -> CH2+ + CO
CH+ + HCO -> HCO+ + CH
CH+ + HNC -> HCNH+ + C
CH+ + NH2 -> HCN+ + H2
CH+ + OCS -> HCS+ + CO
CH+ + OCS -> HOCS+ + C
CH+ + C2H2 -> C3H2+ + H
CH+ + C2H2 -> H2C3+ + H
CH+ + H2CO -> HCO+ + CH2
CH+ + H2CO -> CH3+ + CO
CH+ + H2CO -> H3CO+ + C
CH+ + NH3 -> H2NC+ + H2
CH+ + NH3 -> NH3+ + CH
CH+ + NH3 -> NH4+ + C
CH+ + CH4 -> C2H2+ + H2 + H
CH+ + CH4 -> C2H3+ + H2
CH+ + CH4 -> C2H4+ + H
CH+ + CH3OH -> CH3+ + H2CO
CH+ + CH3OH -> H3CO+ + CH2
CH+ + CH3OH -> CH5O+ + C
CN+ + C -> C+ + CN
CN+ + H -> H+ + CN
CN+ + O -> O+ + CN
CN+ + S -> S+ + CN
CN+ + C2 -> C2+ + CN
CN+ + CH -> CH+ + CN
CN+ + CO -> CO+ + CN
CN+ + H2 -> HCN+ + H
CN+ + NH -> NH+ + CN
CN+ + NO -> NO+ + CN
CN+ + NO -> NCO+ + N
CN+ + O2 -> NO+ + CO
CN+ + O2 -> O2+ + CN
CN+ + O2 -> NCO+ + O
CN+ + OH -> OH+ + CN
CN+ + C2H -> C2H+ + CN
CN+ + CH2 -> CH2+ + CN
CN+ + CO2 -> C2O+ + NO
CN+ + CO2 -> CO2+ + CN
CN+ + CO2 -> NCO+ + CO
CN+ + H2O -> HCN+ + OH
CN+ + H2O -> HCO+ + NH
CN+ + H2O -> H2NC+ + O
CN+ + H2O -> HNCO+ + H
CN+ + HCN -> HCN+ + CN
CN+ + HCN -> C2N2+ + H
CN+ + HCO -> HCN+ + CO
CN+ + HCO -> HCO+ + CN
CN+ + NH2 -> NH2+ + CN
CN+ + H2CO -> HCO+ + HCN
CN+ + H2CO -> H2CO+ + CN
CO+ + C -> C+ + CO
CO+ + H -> H+ + CO
CO+ + N -> NO+ + C
CO+ + O -> O+ + CO
CO+ + S -> S+ + CO
CO+ + C2 -> C2+ + CO
CO+ + CH -> CH+ + CO
CO+ + CH -> HCO+ + C
CO+ + H2 -> HCO+ + H
CO+ + NH -> NH+ + CO
CO+ + NH -> HCO+ + N
CO+ + NO -> NO+ + CO
CO+ + O2 -> O2+ + CO
CO+ + OH -> OH+ + CO
CO+ + OH -> HCO+ + O
CO+ + C2H -> C2H+ + CO
CO+ + C2H -> HCO+ + C2
CO+ + CH2 -> CH2+ + CO
CO+ + CH2 -> HCO+ + CH
CO+ + CO2 -> CO2+ + CO
CO+ + H2O -> H2O+ + CO
CO+ + H2O -> HCO+ + OH
CO+ + H2S -> H2S+ + CO
CO+ + H2S -> HCO+ + HS
CO+ + HCN -> HCN+ + CO
CO+ + HCO -> HCO+ + CO
CO+ + NH2 -> HCO+ + NH
CO+ + NH2 -> NH2+ + CO
CO+ + SO2 -> SO+ + CO2
CO+ + H2CO -> HCO+ + HCO
CO+ + H2CO -> H2CO+ + CO
CO+ + NH3 -> HCO+ + NH2
CO+ + NH3 -> NH3+ + CO
CO+ + CH4 -> HCO+ + CH3
CO+ + CH4 -> CH4+ + CO
CO+ + CH4 -> C2H3O+ + H
CP+ + O -> P+ + CO
CP+ + H2 -> HCP+ + H
CS+ + C -> C+ + CS
CS+ + FE -> FE+ + CS
CS+ + MG -> MG+ + CS
CS+ + NA -> NA+ + CS
CS+ + O -> CO+ + S
CS+ + SI -> SI+ + CS
CS+ + H2 -> HCS+ + H
CS+ + O2 -> OCS+ + O
CS+ + CH4 -> HCS+ + CH3
H2+ + C -> CH+ + H
H2+ + H -> H+ + H2
H2+ + N -> NH+ + H
H2+ + O -> OH+ + H
H2+ + C2 -> C2+ + H2
H2+ + C2 -> C2H+ + H
H2+ + CH -> CH+ + H2
H2+ + CH -> CH2+ + H
H2+ + CN -> CN+ + H2
H2+ + CN -> HCN+ + H
H2+ + CO -> CO+ + H2
H2+ + CO -> HCO+ + H
H2+ + H2 -> H3+ + H
H2+ + N2 -> N2H+ + H
H2+ + NH -> NH+ + H2
H2+ + NH -> NH2+ + H
H2+ + NO -> NO+ + H2
H2+ + NO -> HNO+ + H
H2+ + O2 -> O2+ + H2
H2+ + O2 -> O2H+ + H
H2+ + OH -> OH+ + H2
H2+ + OH -> H2O+ + H
H2+ + C2H -> C2H+ + H2
H2+ + C2H -> C2H2+ + H
H2+ + CH2 -> CH2+ + H2
H2+ + CH2 -> CH3+ + H
H2+ + CO2 -> CO+ + H2O
H2+ + CO2 -> CO2+ + H2
H2+ + CO2 -> HCO2+ + H
H2+ + H2O -> H2O+ + H2
H2+ + H2O -> H3O+ + H
H2+ + H2S -> S+ + H2 + H2
H2+ + H2S -> HS+ + H + H2
H2+ + H2S -> H2S+ + H2
H2+ + HCN -> HCN+ + H2
H2+ + HCO -> H3+ + CO
H2+ + HCO -> HCO+ + H2
H2+ + NH2 -> NH2+ + H2
H2+ + C2H2 -> C2H2+ + H2
H2+ + C2H2 -> C2H3+ + H
H2+ + H2CO -> HCO+ + H + H2
H2+ + H2CO -> H2CO+ + H2
H2+ + NH3 -> NH3+ + H2
H2+ + CH4 -> CH3+ + H + H2
H2+ + CH4 -> CH4+ + H2
H2+ + CH4 -> CH5+ + H
H2+ + C2H4 -> C2H2+ + H2 + H2
H2+ + C2H4 -> C2H3+ + H2 + H
H2+ + C2H4 -> C2H4+ + H2
HCL+ + H2 -> H2CL+ + H
HF+ + H2 -> H2F+ + H
HEH+ + H -> H2+ + HE
HEH+ + H2 -> H3+ + HE
HS+ + C -> CS+ + H
HS+ + FE -> FE+ + HS
HS+ + H -> S+ + H2
HS+ + MG -> MG+ + HS
HS+ + N -> NS+ + H
HS+ + NA -> NA+ + HS
HS+ + O -> S+ + OH
HS+ + O -> SO+ + H
HS+ + S -> S+ + HS
HS+ + SI -> SI+ + HS
HS+ + CH -> CH2+ + S
HS+ + NO -> NO+ + HS
HS+ + H2O -> H3O+ + S
HS+ + H2S -> S2H+ + H2
HS+ + H2S -> H3S+ + S
HS+ + HCN -> HCNH+ + S
HS+ + HNC -> HCNH+ + S
HS+ + NH3 -> NH3+ + HS
HS+ + NH3 -> NH4+ + S
HS+ + CH4 -> H3CS+ + H2
N2+ + C -> C+ + N2
N2+ + FE -> FE+ + N2
N2+ + H -> H+ + N2
N2+ + MG -> MG+ + N2
N2+ + N -> N+ + N2
N2+ + NA -> NA+ + N2
N2+ + O -> O+ + N2
N2+ + O -> NO+ + N
N2+ + S -> S+ + N2
N2+ + C2 -> C2+ + N2
N2+ + CH -> CH+ + N2
N2+ + CN -> CN+ + N2
N2+ + CO -> CO+ + N2
N2+ + H2 -> N2H+ + H
N2+ + NH -> NH+ + N2
N2+ + NO -> NO+ + N2
N2+ + O2 -> O2+ + N2
N2+ + OH -> OH+ + N2
N2+ + C2H -> C2H+ + N2
N2+ + CH2 -> CH2+ + N2
N2+ + CO2 -> CO2+ + N2
N2+ + H2O -> H2O+ + N2
N2+ + H2O -> N2H+ + OH
N2+ + H2S -> S+ + N2 + H2
N2+ + H2S -> HS+ + N2 + H
N2+ + H2S -> H2S+ + N2
N2+ + HCN -> HCN+ + N2
N2+ + HCO -> HCO+ + N2
N2+ + HCO -> N2H+ + CO
N2+ + NH2 -> NH2+ + N2
N2+ + OCS -> S+ + N2 + CO
N2+ + OCS -> OCS+ + N2
N2+ + H2CO -> HCO+ + N2 + H
N2+ + H2CO -> H2CO+ + N2
N2+ + NH3 -> NH3+ + N2
N2+ + CH4 -> CH2+ + H2 + N2
N2+ + CH4 -> CH3+ + N2 + H
NH+ + C -> CH+ + N
NH+ + N -> N2+ + H
NH+ + O -> OH+ + N
NH+ + S -> S+ + NH
NH+ + S -> HS+ + N
NH+ + S -> NS+ + H
NH+ + C2 -> C2H+ + N
NH+ + C2 -> C2N+ + H
NH+ + C2 -> HCN+ + C
NH+ + CH -> CH2+ + N
NH+ + CN -> HCN+ + N
NH+ + CO -> HCO+ + N
NH+ + CO -> NCO+ + H
NH+ + H2 -> H3+ + N
NH+ + H2 -> NH2+ + H
NH+ + N2 -> N2H+ + N
NH+ + NH -> NH2+ + N
NH+ + NO -> NO+ + NH
NH+ + NO -> N2H+ + O
NH+ + O2 -> NO+ + OH
NH+ + O2 -> O2+ + NH
NH+ + O2 -> O2H+ + N
NH+ + OH -> H2O+ + N
NH+ + C2H -> C2H2+ + N
NH+ + CH2 -> CH3+ + N
NH+ + CO2 -> NO+ + HCO
NH+ + CO2 -> HNO+ + CO
NH+ + CO2 -> HCO2+ + N
NH+ + H2O -> H2O+ + NH
NH+ + H2O -> HNO+ + H2
NH+ + H2O -> NH2+ + OH
NH+ + H2O -> H3O+ + N
NH+ + H2O -> NH3+ + O
NH+ + HCN -> HCNH+ + N
NH+ + HCO -> H2CO+ + N
NH+ + HNC -> HCNH+ + N
NH+ + NH2 -> NH3+ + N
NH+ + H2CO -> HCO+ + NH2
NH+ + H2CO -> H2CO+ + NH
NH+ + H2CO -> H3CO+ + N
NH+ + NH3 -> NH3+ + NH
NH+ + NH3 -> NH4+ + N
NO+ + FE -> FE+ + NO
NO+ + MG -> MG+ + NO
NO+ + NA -> NA+ + NO
NO+ + SI -> SI+ + NO
NS+ + O -> NO+ + S
O2+ + C -> C+ + O2
O2+ + C -> CO+ + O
O2+ + FE -> FE+ + O2
O2+ + MG -> MG+ + O2
O2+ + N -> NO+ + O
O2+ + NA -> NA+ + O2
O2+ + S -> S+ + O2
O2+ + S -> SO+ + O
O2+ + SI -> SI+ + O2
O2+ + C2 -> CO+ + CO
O2+ + CH -> CH+ + O2
O2+ + CH -> HCO+ + O
O2+ + NH -> HNO+ + O
O2+ + NH -> NO2+ + H
O2+ + NO -> NO+ + O2
O2+ + CH2 -> CH2+ + O2
O2+ + CH2 -> H2CO+ + O
O2+ + H2S -> H2S+ + O2
O2+ + HCO -> HCO+ + O2
O2+ + HCO -> O2H+ + CO
O2+ + NH2 -> NH2+ + O2
O2+ + NO2 -> NO2+ + O2
O2+ + H2CO -> HCO+ + O2 + H
O2+ + H2CO -> H2CO+ + O2
O2+ + NH3 -> NH3+ + O2
O2+ + CH4 -> CH3O2+ + H
O2+ + CH3OH -> H3CO+ + O2 + H
O2+ + CH3OH -> CH4O+ + O2
OH+ + C -> CH+ + O
OH+ + N -> NO+ + H
OH+ + O -> O2+ + H
OH+ + S -> S+ + OH
OH+ + S -> HS+ + O
OH+ + S -> SO+ + H
OH+ + SI -> SIH+ + O
OH+ + C2 -> C2+ + OH
OH+ + C2 -> C2H+ + O
OH+ + CH -> CH+ + OH
OH+ + CH -> CH2+ + O
OH+ + CN -> HCN+ + O
OH+ + CO -> HCO+ + O
OH+ + H2 -> H2O+ + H
OH+ + N2 -> N2H+ + O
OH+ + NH -> NH2+ + O
OH+ + NO -> NO+ + OH
OH+ + NO -> HNO+ + O
OH+ + O2 -> O2+ + OH
OH+ + OH -> H2O+ + O
OH+ + SIC -> CHSI+ + O
OH+ + SIH -> SIH2+ + O
OH+ + SIO -> HSIO+ + O
OH+ + C2H -> C2H+ + OH
OH+ + C2H -> C2H2+ + O
OH+ + CH2 -> CH2+ + OH
OH+ + CH2 -> CH3+ + O
OH+ + CO2 -> HCO2+ + O
OH+ + H2O -> H2O+ + OH
OH+ + H2O -> H3O+ + O
OH+ + H2S -> H2S+ + OH
OH+ + H2S -> H3S+ + O
OH+ + HCN -> HCNH+ + O
OH+ + HCO -> H2O+ + CO
OH+ + HCO -> HCO+ + OH
