#size(cm)    nu(1/s)      Qabs         Qsca         g(cos)       
3.981000e-07 4.751069e+15 9.132000e-01 3.080000e-02 2.040000e-02 
3.981000e-07 5.032608e+15 7.855000e-01 2.824000e-02 2.400000e-02 
3.981000e-07 5.331539e+15 6.588000e-01 2.590000e-02 2.790000e-02 
3.981000e-07 5.646872e+15 5.308000e-01 2.242000e-02 3.210000e-02 
3.981000e-07 5.981494e+15 4.437000e-01 1.989000e-02 3.680000e-02 
3.981000e-07 6.335428e+15 3.730000e-01 1.794000e-02 4.200000e-02 
3.981000e-07 6.711271e+15 3.141000e-01 1.594000e-02 4.780000e-02 
3.981000e-07 7.109141e+15 2.636000e-01 1.365000e-02 5.440000e-02 
3.981000e-07 7.530582e+15 2.474000e-01 1.197000e-02 6.190000e-02 
3.981000e-07 7.977447e+15 2.530000e-01 1.148000e-02 7.030000e-02 
3.981000e-07 8.449618e+15 2.590000e-01 1.349000e-02 7.950000e-02 
3.981000e-07 8.949029e+15 2.332000e-01 1.377000e-02 8.980000e-02 
3.981000e-07 9.481102e+15 2.097000e-01 1.373000e-02 1.010000e-01 
3.981000e-07 1.004330e+16 1.880000e-01 1.354000e-02 1.150000e-01 
3.981000e-07 1.063848e+16 1.684000e-01 1.324000e-02 1.290000e-01 
3.981000e-07 1.126616e+16 1.508000e-01 1.289000e-02 1.460000e-01 
3.981000e-07 1.193441e+16 1.349000e-01 1.247000e-02 1.640000e-01 
3.981000e-07 1.264414e+16 1.205000e-01 1.201000e-02 1.850000e-01 
3.981000e-07 1.338957e+16 1.077000e-01 1.151000e-02 2.080000e-01 
3.981000e-07 1.418800e+16 9.616000e-02 1.098000e-02 2.340000e-01 
3.981000e-07 1.502719e+16 8.584000e-02 1.042000e-02 2.630000e-01 
3.981000e-07 1.591255e+16 7.642000e-02 9.812000e-03 2.950000e-01 
3.981000e-07 1.686122e+16 6.805000e-02 9.190000e-03 3.300000e-01 
3.981000e-07 1.785542e+16 6.053000e-02 8.559000e-03 3.680000e-01 
3.981000e-07 1.891435e+16 5.380000e-02 7.922000e-03 4.090000e-01 
3.981000e-07 2.003960e+16 4.774000e-02 7.289000e-03 4.530000e-01 
3.981000e-07 2.121673e+16 4.231000e-02 6.669000e-03 5.000000e-01 
3.981000e-07 2.247320e+16 3.747000e-02 6.068000e-03 5.470000e-01 
3.981000e-07 2.381195e+16 3.315000e-02 5.500000e-03 5.950000e-01 
3.981000e-07 2.521383e+16 2.932000e-02 4.977000e-03 6.400000e-01 
3.981000e-07 2.671947e+16 2.580000e-02 4.478000e-03 6.810000e-01 
3.981000e-07 2.830901e+16 2.270000e-02 4.027000e-03 7.170000e-01 
3.981000e-07 2.997925e+16 1.998000e-02 3.622000e-03 7.450000e-01 
3.981000e-07 3.175431e+16 1.756000e-02 3.257000e-03 7.670000e-01 
3.981000e-07 3.363542e+16 1.541000e-02 2.922000e-03 7.830000e-01 
3.981000e-07 3.563019e+16 1.352000e-02 2.613000e-03 7.950000e-01 
3.981000e-07 3.774298e+16 1.185000e-02 2.323000e-03 8.070000e-01 
3.981000e-07 3.997766e+16 1.037000e-02 2.047000e-03 8.210000e-01 
3.981000e-07 4.234955e+16 9.081000e-03 1.788000e-03 8.370000e-01 
3.981000e-07 4.485896e+16 7.943000e-03 1.542000e-03 8.550000e-01 
3.981000e-07 4.751069e+16 6.936000e-03 1.310000e-03 8.720000e-01 
3.981000e-07 5.032608e+16 6.065000e-03 1.095000e-03 8.850000e-01 
3.981000e-07 5.331539e+16 5.276000e-03 8.830000e-04 8.940000e-01 
3.981000e-07 5.646872e+16 4.593000e-03 6.776000e-04 9.010000e-01 
3.981000e-07 5.981494e+16 4.002000e-03 5.020000e-04 9.080000e-01 
3.981000e-07 6.335428e+16 3.485000e-03 1.910000e-04 9.170000e-01 
3.981000e-07 6.711271e+16 3.037000e-03 1.832000e-04 9.270000e-01 
3.981000e-07 7.109141e+16 5.998000e-02 1.060000e-03 9.340000e-01 
3.981000e-07 7.530582e+16 5.387000e-02 1.322000e-03 9.390000e-01 
3.981000e-07 7.977447e+16 4.814000e-02 1.290000e-03 9.440000e-01 
3.981000e-07 8.449618e+16 4.281000e-02 1.260000e-03 9.490000e-01 
3.981000e-07 8.949029e+16 3.790000e-02 1.204000e-03 9.550000e-01 
3.981000e-07 9.481102e+16 3.343000e-02 1.132000e-03 9.580000e-01 
3.981000e-07 1.004330e+17 2.945000e-02 1.055000e-03 9.620000e-01 
3.981000e-07 1.063848e+17 2.572000e-02 9.739000e-04 9.660000e-01 
3.981000e-07 1.126616e+17 2.236000e-02 8.913000e-04 9.690000e-01 
3.981000e-07 1.193441e+17 1.941000e-02 8.085000e-04 9.710000e-01 
3.981000e-07 1.264414e+17 1.683000e-02 7.302000e-04 9.740000e-01 
3.981000e-07 1.338957e+17 1.456000e-02 6.579000e-04 9.760000e-01 
3.981000e-07 1.418800e+17 1.254000e-02 5.903000e-04 9.790000e-01 
3.981000e-07 1.502719e+17 1.080000e-02 5.287000e-04 9.810000e-01 
3.981000e-07 1.591255e+17 9.283000e-03 4.726000e-04 9.820000e-01 
3.981000e-07 1.686122e+17 7.954000e-03 4.211000e-04 9.840000e-01 
3.981000e-07 1.785542e+17 6.806000e-03 3.746000e-04 9.860000e-01 
3.981000e-07 1.891435e+17 5.817000e-03 3.329000e-04 9.870000e-01 
3.981000e-07 2.003960e+17 4.965000e-03 2.957000e-04 9.880000e-01 
3.981000e-07 2.121673e+17 4.231000e-03 2.624000e-04 9.890000e-01 
3.981000e-07 2.247320e+17 3.601000e-03 2.327000e-04 9.900000e-01 
3.981000e-07 2.381195e+17 3.066000e-03 2.063000e-04 9.910000e-01 
3.981000e-07 2.521383e+17 2.612000e-03 1.831000e-04 9.920000e-01 
3.981000e-07 2.671947e+17 2.208000e-03 1.620000e-04 9.930000e-01 
3.981000e-07 2.830901e+17 1.870000e-03 1.434000e-04 9.930000e-01 
3.981000e-07 2.997925e+17 1.586000e-03 1.270000e-04 9.940000e-01 

6.310000e-07 2.997925e+11 1.194000e-06 6.577000e-18 0.000000e+00 
6.310000e-07 3.175431e+11 1.333000e-06 8.278000e-18 0.000000e+00 
6.310000e-07 3.363542e+11 1.487000e-06 1.042000e-17 0.000000e+00 
6.310000e-07 3.563019e+11 1.659000e-06 1.312000e-17 0.000000e+00 
6.310000e-07 3.774298e+11 1.851000e-06 1.651000e-17 0.000000e+00 
6.310000e-07 3.997766e+11 2.064000e-06 2.078000e-17 0.000000e+00 
6.310000e-07 4.234955e+11 2.301000e-06 2.616000e-17 0.000000e+00 
6.310000e-07 4.485896e+11 2.564000e-06 3.292000e-17 0.000000e+00 
6.310000e-07 4.751069e+11 2.858000e-06 4.144000e-17 0.000000e+00 
6.310000e-07 5.032608e+11 3.184000e-06 5.216000e-17 0.000000e+00 
6.310000e-07 5.331539e+11 3.547000e-06 6.565000e-17 0.000000e+00 
6.310000e-07 5.646872e+11 3.952000e-06 8.263000e-17 0.000000e+00 
6.310000e-07 5.981494e+11 4.402000e-06 1.040000e-16 0.000000e+00 
6.310000e-07 6.335428e+11 4.905000e-06 1.309000e-16 0.000000e+00 
6.310000e-07 6.711271e+11 5.465000e-06 1.648000e-16 0.000000e+00 
6.310000e-07 7.109141e+11 6.090000e-06 2.074000e-16 0.000000e+00 
6.310000e-07 7.530582e+11 6.788000e-06 2.610000e-16 0.000000e+00 
6.310000e-07 7.977447e+11 7.567000e-06 3.285000e-16 0.000000e+00 
6.310000e-07 8.449618e+11 8.439000e-06 4.135000e-16 0.000000e+00 
6.310000e-07 8.949029e+11 9.413000e-06 5.204000e-16 0.000000e+00 
6.310000e-07 9.481102e+11 1.050000e-05 6.550000e-16 0.000000e+00 
6.310000e-07 1.004330e+12 1.172000e-05 8.244000e-16 0.000000e+00 
6.310000e-07 1.063848e+12 1.309000e-05 1.038000e-15 0.000000e+00 
6.310000e-07 1.126616e+12 1.462000e-05 1.306000e-15 0.000000e+00 
6.310000e-07 1.193441e+12 1.634000e-05 1.644000e-15 0.000000e+00 
6.310000e-07 1.264414e+12 1.827000e-05 2.069000e-15 0.000000e+00 
6.310000e-07 1.338957e+12 2.043000e-05 2.604000e-15 0.000000e+00 
6.310000e-07 1.418800e+12 2.285000e-05 3.277000e-15 0.000000e+00 
6.310000e-07 1.502719e+12 2.557000e-05 4.124000e-15 0.000000e+00 
6.310000e-07 1.591255e+12 2.862000e-05 5.190000e-15 0.000000e+00 
6.310000e-07 1.686122e+12 3.206000e-05 6.531000e-15 0.000000e+00 
6.310000e-07 1.785542e+12 3.591000e-05 8.219000e-15 0.000000e+00 
6.310000e-07 1.891435e+12 4.025000e-05 1.034000e-14 0.000000e+00 
6.310000e-07 2.003960e+12 4.512000e-05 1.301000e-14 0.000000e+00 
6.310000e-07 2.121673e+12 5.061000e-05 1.637000e-14 0.000000e+00 
6.310000e-07 2.247320e+12 5.678000e-05 2.060000e-14 0.000000e+00 
6.310000e-07 2.381195e+12 6.374000e-05 2.591000e-14 0.000000e+00 
6.310000e-07 2.521383e+12 7.158000e-05 3.260000e-14 0.000000e+00 
6.310000e-07 2.671947e+12 8.040000e-05 4.099000e-14 0.000000e+00 
6.310000e-07 2.830901e+12 9.035000e-05 5.154000e-14 0.000000e+00 
6.310000e-07 2.997925e+12 1.015000e-04 6.479000e-14 0.000000e+00 
6.310000e-07 3.175431e+12 1.141000e-04 8.142000e-14 0.000000e+00 
6.310000e-07 3.363542e+12 1.281000e-04 1.023000e-13 0.000000e+00 
6.310000e-07 3.563019e+12 1.438000e-04 1.284000e-13 0.000000e+00 
6.310000e-07 3.774298e+12 1.613000e-04 1.612000e-13 0.000000e+00 
6.310000e-07 3.997766e+12 1.808000e-04 2.023000e-13 0.000000e+00 
6.310000e-07 4.234955e+12 2.025000e-04 2.536000e-13 0.000000e+00 
6.310000e-07 4.485896e+12 2.264000e-04 3.177000e-13 0.000000e+00 
6.310000e-07 4.751069e+12 2.526000e-04 3.976000e-13 0.000000e+00 
6.310000e-07 5.032608e+12 2.812000e-04 4.972000e-13 0.000000e+00 
6.310000e-07 5.331539e+12 3.120000e-04 6.210000e-13 0.000000e+00 
6.310000e-07 5.646872e+12 3.448000e-04 7.747000e-13 0.000000e+00 
6.310000e-07 5.981494e+12 3.793000e-04 9.649000e-13 0.000000e+00 
6.310000e-07 6.335428e+12 4.148000e-04 1.200000e-12 0.000000e+00 
6.310000e-07 6.711271e+12 4.502000e-04 1.490000e-12 0.000000e+00 
6.310000e-07 7.109141e+12 4.846000e-04 1.847000e-12 0.000000e+00 
6.310000e-07 7.530582e+12 5.162000e-04 2.286000e-12 0.000000e+00 
6.310000e-07 7.977447e+12 5.437000e-04 2.825000e-12 -2.260000e-06 
6.310000e-07 8.449618e+12 5.657000e-04 3.490000e-12 -2.680000e-06 
6.310000e-07 8.949029e+12 5.808000e-04 4.311000e-12 -3.040000e-06 
6.310000e-07 9.481102e+12 5.882000e-04 5.328000e-12 -3.300000e-06 
6.310000e-07 1.004330e+13 5.880000e-04 6.592000e-12 -3.460000e-06 
6.310000e-07 1.063848e+13 5.812000e-04 8.172000e-12 -3.540000e-06 
6.310000e-07 1.126616e+13 5.687000e-04 1.015000e-11 -3.500000e-06 
6.310000e-07 1.193441e+13 5.521000e-04 1.264000e-11 -3.340000e-06 
6.310000e-07 1.264414e+13 5.323000e-04 1.577000e-11 -2.960000e-06 
6.310000e-07 1.338957e+13 5.108000e-04 1.972000e-11 -2.720000e-06 
6.310000e-07 1.418800e+13 4.903000e-04 2.472000e-11 -2.430000e-06 
6.310000e-07 1.502719e+13 4.714000e-04 3.103000e-11 -2.000000e-06 
6.310000e-07 1.591255e+13 4.545000e-04 3.898000e-11 -1.440000e-06 
6.310000e-07 1.686122e+13 4.402000e-04 4.904000e-11 -9.760000e-07 
6.310000e-07 1.785542e+13 4.297000e-04 6.173000e-11 -4.880000e-07 
6.310000e-07 1.891435e+13 4.233000e-04 7.776000e-11 3.540000e-08 
6.310000e-07 2.003960e+13 4.211000e-04 9.798000e-11 5.460000e-07 
6.310000e-07 2.121673e+13 4.240000e-04 1.235000e-10 1.100000e-06 
6.310000e-07 2.247320e+13 4.322000e-04 1.556000e-10 1.750000e-06 
6.310000e-07 2.381195e+13 4.450000e-04 1.961000e-10 2.530000e-06 
6.310000e-07 2.521383e+13 4.599000e-04 2.475000e-10 3.430000e-06 
6.310000e-07 2.671947e+13 4.894000e-04 3.100000e-10 4.300000e-06 
6.310000e-07 2.830901e+13 5.117000e-04 3.915000e-10 5.240000e-06 
6.310000e-07 2.997925e+13 5.449000e-04 4.929000e-10 6.260000e-06 
6.310000e-07 3.175431e+13 5.833000e-04 6.207000e-10 7.340000e-06 
6.310000e-07 3.363542e+13 6.289000e-04 7.813000e-10 8.510000e-06 
6.310000e-07 3.563019e+13 6.815000e-04 9.831000e-10 9.840000e-06 
6.310000e-07 3.774298e+13 7.406000e-04 1.236000e-09 1.140000e-05 
6.310000e-07 3.997766e+13 8.045000e-04 1.555000e-09 1.320000e-05 
6.310000e-07 4.234955e+13 8.770000e-04 1.955000e-09 1.500000e-05 
6.310000e-07 4.485896e+13 9.578000e-04 2.458000e-09 1.700000e-05 
6.310000e-07 4.751069e+13 1.033000e-03 3.088000e-09 1.980000e-05 
6.310000e-07 5.032608e+13 1.147000e-03 3.882000e-09 2.150000e-05 
6.310000e-07 5.331539e+13 1.257000e-03 4.877000e-09 2.420000e-05 
6.310000e-07 5.646872e+13 1.379000e-03 6.125000e-09 2.710000e-05 
6.310000e-07 5.981494e+13 1.511000e-03 7.689000e-09 3.040000e-05 
6.310000e-07 6.335428e+13 1.653000e-03 9.655000e-09 3.410000e-05 
6.310000e-07 6.711271e+13 1.808000e-03 1.212000e-08 3.810000e-05 
6.310000e-07 7.109141e+13 1.978000e-03 1.521000e-08 4.250000e-05 
6.310000e-07 7.530582e+13 2.165000e-03 1.908000e-08 4.730000e-05 
6.310000e-07 7.977447e+13 2.368000e-03 2.395000e-08 5.260000e-05 
6.310000e-07 8.449618e+13 2.591000e-03 3.005000e-08 5.830000e-05 
6.310000e-07 8.949029e+13 2.838000e-03 3.769000e-08 6.460000e-05 
6.310000e-07 9.481102e+13 3.101000e-03 4.726000e-08 7.160000e-05 
6.310000e-07 1.004330e+14 3.399000e-03 5.928000e-08 7.920000e-05 
6.310000e-07 1.063848e+14 3.719000e-03 7.432000e-08 8.760000e-05 
6.310000e-07 1.126616e+14 4.067000e-03 9.316000e-08 9.700000e-05 
6.310000e-07 1.193441e+14 4.442000e-03 1.167000e-07 1.080000e-04 
6.310000e-07 1.264414e+14 4.850000e-03 1.463000e-07 1.190000e-04 
6.310000e-07 1.338957e+14 5.298000e-03 1.833000e-07 1.310000e-04 
6.310000e-07 1.418800e+14 5.790000e-03 2.297000e-07 1.450000e-04 
6.310000e-07 1.502719e+14 6.320000e-03 2.878000e-07 1.600000e-04 
6.310000e-07 1.591255e+14 6.903000e-03 3.606000e-07 1.770000e-04 
6.310000e-07 1.686122e+14 7.545000e-03 4.519000e-07 1.950000e-04 
6.310000e-07 1.785542e+14 8.249000e-03 5.660000e-07 2.150000e-04 
6.310000e-07 1.891435e+14 9.005000e-03 7.088000e-07 2.370000e-04 
6.310000e-07 2.003960e+14 9.828000e-03 8.881000e-07 2.620000e-04 
6.310000e-07 2.121673e+14 1.075000e-02 1.113000e-06 2.880000e-04 
6.310000e-07 2.247320e+14 1.177000e-02 1.394000e-06 3.160000e-04 
6.310000e-07 2.381195e+14 1.289000e-02 1.746000e-06 3.480000e-04 
6.310000e-07 2.521383e+14 1.410000e-02 2.187000e-06 3.830000e-04 
6.310000e-07 2.671947e+14 1.545000e-02 2.740000e-06 4.220000e-04 
6.310000e-07 2.830901e+14 1.696000e-02 3.432000e-06 4.630000e-04 
6.310000e-07 2.997925e+14 1.863000e-02 4.296000e-06 5.090000e-04 
6.310000e-07 3.175431e+14 2.045000e-02 5.376000e-06 5.600000e-04 
6.310000e-07 3.363542e+14 2.244000e-02 6.725000e-06 6.170000e-04 
6.310000e-07 3.563019e+14 2.459000e-02 8.407000e-06 6.820000e-04 
6.310000e-07 3.774298e+14 2.693000e-02 1.051000e-05 7.550000e-04 
6.310000e-07 3.997766e+14 2.944000e-02 1.313000e-05 8.370000e-04 
6.310000e-07 4.234955e+14 3.213000e-02 1.641000e-05 9.300000e-04 
6.310000e-07 4.485896e+14 3.501000e-02 2.051000e-05 1.040000e-03 
6.310000e-07 4.751069e+14 3.807000e-02 2.566000e-05 1.160000e-03 
6.310000e-07 5.032608e+14 4.143000e-02 3.215000e-05 1.290000e-03 
6.310000e-07 5.331539e+14 4.517000e-02 4.036000e-05 1.440000e-03 
6.310000e-07 5.646872e+14 4.934000e-02 5.079000e-05 1.600000e-03 
6.310000e-07 5.981494e+14 5.405000e-02 6.410000e-05 1.790000e-03 
6.310000e-07 6.335428e+14 5.954000e-02 8.107000e-05 1.980000e-03 
6.310000e-07 6.711271e+14 6.615000e-02 1.027000e-04 2.190000e-03 
6.310000e-07 7.109141e+14 7.407000e-02 1.304000e-04 2.400000e-03 
6.310000e-07 7.530582e+14 8.272000e-02 1.655000e-04 2.610000e-03 
6.310000e-07 7.977447e+14 9.175000e-02 2.104000e-04 2.830000e-03 
6.310000e-07 8.449618e+14 1.013000e-01 2.696000e-04 3.060000e-03 
6.310000e-07 8.949029e+14 1.129000e-01 3.500000e-04 3.240000e-03 
6.310000e-07 9.481102e+14 1.286000e-01 4.622000e-04 3.250000e-03 
6.310000e-07 1.004330e+15 1.492000e-01 6.186000e-04 2.930000e-03 
6.310000e-07 1.063848e+15 1.750000e-01 8.502000e-04 2.090000e-03 
6.310000e-07 1.126616e+15 2.119000e-01 1.217000e-03 8.760000e-04 
6.310000e-07 1.193441e+15 2.736000e-01 1.853000e-03 2.490000e-04 
6.310000e-07 1.264414e+15 3.999000e-01 3.046000e-03 5.350000e-04 
6.310000e-07 1.338957e+15 6.171000e-01 4.716000e-03 1.440000e-03 
6.310000e-07 1.418800e+15 7.654000e-01 5.237000e-03 2.730000e-03 
6.310000e-07 1.502719e+15 6.234000e-01 3.645000e-03 4.290000e-03 
6.310000e-07 1.591255e+15 4.292000e-01 2.119000e-03 6.060000e-03 
6.310000e-07 1.686122e+15 3.005000e-01 1.323000e-03 8.170000e-03 
6.310000e-07 1.785542e+15 2.230000e-01 1.039000e-03 1.050000e-02 
6.310000e-07 1.891435e+15 1.735000e-01 1.134000e-03 1.300000e-02 
6.310000e-07 2.003960e+15 1.410000e-01 1.601000e-03 1.560000e-02 
6.310000e-07 2.121673e+15 1.251000e-01 2.559000e-03 1.840000e-02 
6.310000e-07 2.247320e+15 1.266000e-01 4.199000e-03 2.160000e-02 
6.310000e-07 2.381195e+15 1.478000e-01 7.023000e-03 2.610000e-02 
6.310000e-07 2.521383e+15 1.998000e-01 1.170000e-02 3.130000e-02 
6.310000e-07 2.671947e+15 2.844000e-01 2.031000e-02 3.370000e-02 
6.310000e-07 2.830901e+15 4.972000e-01 3.666000e-02 2.370000e-02 
6.310000e-07 2.997925e+15 7.806000e-01 5.421000e-02 2.340000e-02 
6.310000e-07 3.175431e+15 1.127000e+00 7.881000e-02 2.150000e-02 
6.310000e-07 3.363542e+15 1.283000e+00 8.949000e-02 2.420000e-02 
6.310000e-07 3.563019e+15 1.473000e+00 1.250000e-01 2.280000e-02 
6.310000e-07 3.774298e+15 1.793000e+00 1.792000e-01 2.400000e-02 
6.310000e-07 3.997766e+15 1.969000e+00 2.107000e-01 3.020000e-02 
6.310000e-07 4.234955e+15 1.828000e+00 2.096000e-01 3.840000e-02 
6.310000e-07 4.485896e+15 1.447000e+00 1.739000e-01 4.800000e-02 
6.310000e-07 4.751069e+15 1.156000e+00 1.388000e-01 5.760000e-02 
6.310000e-07 5.032608e+15 1.002000e+00 1.263000e-01 6.720000e-02 
6.310000e-07 5.331539e+15 8.457000e-01 1.156000e-01 7.730000e-02 
6.310000e-07 5.646872e+15 6.904000e-01 1.001000e-01 8.830000e-02 
6.310000e-07 5.981494e+15 5.849000e-01 8.869000e-02 1.000000e-01 
6.310000e-07 6.335428e+15 4.976000e-01 7.973000e-02 1.140000e-01 
6.310000e-07 6.711271e+15 4.244000e-01 7.055000e-02 1.290000e-01 
6.310000e-07 7.109141e+15 3.612000e-01 6.014000e-02 1.460000e-01 
6.310000e-07 7.530582e+15 3.425000e-01 5.200000e-02 1.660000e-01 
6.310000e-07 7.977447e+15 3.522000e-01 4.874000e-02 1.880000e-01 
6.310000e-07 8.449618e+15 3.589000e-01 5.538000e-02 2.120000e-01 
6.310000e-07 8.949029e+15 3.252000e-01 5.521000e-02 2.380000e-01 
6.310000e-07 9.481102e+15 2.948000e-01 5.378000e-02 2.660000e-01 
6.310000e-07 1.004330e+16 2.668000e-01 5.179000e-02 2.970000e-01 
6.310000e-07 1.063848e+16 2.412000e-01 4.942000e-02 3.320000e-01 
6.310000e-07 1.126616e+16 2.182000e-01 4.689000e-02 3.690000e-01 
6.310000e-07 1.193441e+16 1.970000e-01 4.418000e-02 4.090000e-01 
6.310000e-07 1.264414e+16 1.777000e-01 4.138000e-02 4.510000e-01 
6.310000e-07 1.338957e+16 1.601000e-01 3.856000e-02 4.950000e-01 
6.310000e-07 1.418800e+16 1.441000e-01 3.574000e-02 5.410000e-01 
6.310000e-07 1.502719e+16 1.295000e-01 3.299000e-02 5.870000e-01 
6.310000e-07 1.591255e+16 1.159000e-01 3.027000e-02 6.320000e-01 
6.310000e-07 1.686122e+16 1.037000e-01 2.771000e-02 6.730000e-01 
6.310000e-07 1.785542e+16 9.255000e-02 2.532000e-02 7.110000e-01 
6.310000e-07 1.891435e+16 8.248000e-02 2.311000e-02 7.420000e-01 
6.310000e-07 2.003960e+16 7.335000e-02 2.109000e-02 7.660000e-01 
6.310000e-07 2.121673e+16 6.514000e-02 1.925000e-02 7.840000e-01 
6.310000e-07 2.247320e+16 5.781000e-02 1.755000e-02 7.980000e-01 
6.310000e-07 2.381195e+16 5.126000e-02 1.598000e-02 8.090000e-01 
6.310000e-07 2.521383e+16 4.546000e-02 1.452000e-02 8.220000e-01 
6.310000e-07 2.671947e+16 4.011000e-02 1.308000e-02 8.370000e-01 
6.310000e-07 2.830901e+16 3.540000e-02 1.172000e-02 8.540000e-01 
6.310000e-07 2.997925e+16 3.123000e-02 1.047000e-02 8.710000e-01 
6.310000e-07 3.175431e+16 2.750000e-02 9.321000e-03 8.850000e-01 
6.310000e-07 3.363542e+16 2.418000e-02 8.273000e-03 8.940000e-01 
6.310000e-07 3.563019e+16 2.124000e-02 7.318000e-03 9.010000e-01 
6.310000e-07 3.774298e+16 1.864000e-02 6.437000e-03 9.080000e-01 
6.310000e-07 3.997766e+16 1.633000e-02 5.615000e-03 9.170000e-01 
6.310000e-07 4.234955e+16 1.432000e-02 4.864000e-03 9.270000e-01 
6.310000e-07 4.485896e+16 1.253000e-02 4.173000e-03 9.340000e-01 
6.310000e-07 4.751069e+16 1.095000e-02 3.532000e-03 9.380000e-01 
6.310000e-07 5.032608e+16 9.580000e-03 2.941000e-03 9.430000e-01 
6.310000e-07 5.331539e+16 8.339000e-03 2.357000e-03 9.490000e-01 
6.310000e-07 5.646872e+16 7.263000e-03 1.796000e-03 9.540000e-01 
6.310000e-07 5.981494e+16 6.330000e-03 1.324000e-03 9.580000e-01 
6.310000e-07 6.335428e+16 5.515000e-03 5.021000e-04 9.620000e-01 
6.310000e-07 6.711271e+16 4.810000e-03 4.800000e-04 9.660000e-01 
6.310000e-07 7.109141e+16 9.311000e-02 2.710000e-03 9.690000e-01 
6.310000e-07 7.530582e+16 8.378000e-02 3.374000e-03 9.710000e-01 
6.310000e-07 7.977447e+16 7.503000e-02 3.286000e-03 9.740000e-01 
6.310000e-07 8.449618e+16 6.684000e-02 3.209000e-03 9.760000e-01 
6.310000e-07 8.949029e+16 5.927000e-02 3.065000e-03 9.790000e-01 
6.310000e-07 9.481102e+16 5.236000e-02 2.878000e-03 9.810000e-01 
6.310000e-07 1.004330e+17 4.620000e-02 2.680000e-03 9.820000e-01 
6.310000e-07 1.063848e+17 4.040000e-02 2.474000e-03 9.840000e-01 
6.310000e-07 1.126616e+17 3.516000e-02 2.262000e-03 9.860000e-01 
6.310000e-07 1.193441e+17 3.056000e-02 2.051000e-03 9.870000e-01 
6.310000e-07 1.264414e+17 2.651000e-02 1.851000e-03 9.880000e-01 
6.310000e-07 1.338957e+17 2.296000e-02 1.667000e-03 9.890000e-01 
6.310000e-07 1.418800e+17 1.979000e-02 1.495000e-03 9.900000e-01 
6.310000e-07 1.502719e+17 1.706000e-02 1.338000e-03 9.910000e-01 
6.310000e-07 1.591255e+17 1.467000e-02 1.195000e-03 9.920000e-01 
6.310000e-07 1.686122e+17 1.257000e-02 1.065000e-03 9.930000e-01 
6.310000e-07 1.785542e+17 1.076000e-02 9.466000e-04 9.930000e-01 
6.310000e-07 1.891435e+17 9.201000e-03 8.410000e-04 9.940000e-01 
6.310000e-07 2.003960e+17 7.855000e-03 7.465000e-04 9.950000e-01 
6.310000e-07 2.121673e+17 6.696000e-03 6.622000e-04 9.950000e-01 
6.310000e-07 2.247320e+17 5.701000e-03 5.872000e-04 9.960000e-01 
6.310000e-07 2.381195e+17 4.854000e-03 5.203000e-04 9.960000e-01 
6.310000e-07 2.521383e+17 4.135000e-03 4.617000e-04 9.960000e-01 
6.310000e-07 2.671947e+17 3.497000e-03 4.084000e-04 9.970000e-01 
6.310000e-07 2.830901e+17 2.961000e-03 3.613000e-04 9.970000e-01 
6.310000e-07 2.997925e+17 2.512000e-03 3.199000e-04 9.970000e-01 

1.000000e-06 2.997925e+11 1.765000e-06 4.153000e-17 0.000000e+00 
1.000000e-06 3.175431e+11 1.977000e-06 5.228000e-17 0.000000e+00 
1.000000e-06 3.363542e+11 2.214000e-06 6.581000e-17 0.000000e+00 
1.000000e-06 3.563019e+11 2.479000e-06 8.284000e-17 0.000000e+00 
1.000000e-06 3.774298e+11 2.775000e-06 1.043000e-16 0.000000e+00 
1.000000e-06 3.997766e+11 3.106000e-06 1.313000e-16 0.000000e+00 
1.000000e-06 4.234955e+11 3.476000e-06 1.652000e-16 0.000000e+00 
1.000000e-06 4.485896e+11 3.889000e-06 2.080000e-16 0.000000e+00 
1.000000e-06 4.751069e+11 4.351000e-06 2.618000e-16 0.000000e+00 
1.000000e-06 5.032608e+11 4.866000e-06 3.295000e-16 0.000000e+00 
1.000000e-06 5.331539e+11 5.441000e-06 4.148000e-16 0.000000e+00 
1.000000e-06 5.646872e+11 6.082000e-06 5.221000e-16 0.000000e+00 
1.000000e-06 5.981494e+11 6.798000e-06 6.571000e-16 0.000000e+00 
1.000000e-06 6.335428e+11 7.596000e-06 8.271000e-16 0.000000e+00 
1.000000e-06 6.711271e+11 8.486000e-06 1.041000e-15 0.000000e+00 
1.000000e-06 7.109141e+11 9.479000e-06 1.310000e-15 0.000000e+00 
1.000000e-06 7.530582e+11 1.059000e-05 1.649000e-15 0.000000e+00 
1.000000e-06 7.977447e+11 1.182000e-05 2.076000e-15 0.000000e+00 
1.000000e-06 8.449618e+11 1.320000e-05 2.613000e-15 0.000000e+00 
1.000000e-06 8.949029e+11 1.474000e-05 3.288000e-15 0.000000e+00 
1.000000e-06 9.481102e+11 1.646000e-05 4.138000e-15 0.000000e+00 
1.000000e-06 1.004330e+12 1.838000e-05 5.208000e-15 0.000000e+00 
1.000000e-06 1.063848e+12 2.052000e-05 6.555000e-15 0.000000e+00 
1.000000e-06 1.126616e+12 2.292000e-05 8.250000e-15 0.000000e+00 
1.000000e-06 1.193441e+12 2.560000e-05 1.038000e-14 0.000000e+00 
1.000000e-06 1.264414e+12 2.861000e-05 1.307000e-14 0.000000e+00 
